id,bus_type,Pd,Pq,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,lat,lng,BusName,SubArea
116,1,100,20,0,0,1,1,-8.064664418753788,230,16,1.06,0.94,0,0,0,0,0,33.66103124,-115.321058,Asser,12
117,2,0,0,0,0,1,1,-8.363705430131466,230,17,1.06,0.94,0,0,0,0,1.04783,33.57523255,-115.6408087,Aston,12
118,1,333,68,0,0,1,1,-9.465963708950241,230,17,1.06,0.94,0,0,0,0,0,33.54453082,-115.799956,Astor,12
119,2,181,37,0,0,1,1,-2.9530863336418474,230,15,1.06,0.94,0,0,0,0,1.03962,33.86907891,-115.3691306,Attar,12
120,2,128,26,0,0,1,1,1.491764175151144,230,15,1.06,0.94,0,0,0,0,1.04399,34.24457859,-115.2624699,Attila,12
121,1,0,0,0,0,1,1,-8.421054317365892,230,17,1.06,0.94,0,0,0,0,0,33.52712147,-116.070778,Attlee,12
122,1,0,0,0,0,1,1,-1.3044339618620502,230,17,1.06,0.94,0,0,0,0,0,32.81886407,-116.3243473,Aubrey,12
123,1,0,0,0,0,1,1,3.936431954987289,230,15,1.06,0.94,0,0,0,0,0,34.38200027,-115.0687884,Austen,12
124,2,0,0,0,0,1,1,-8.648642995344007,230,16,1.06,0.94,0,0,0,0,1.01155,33.54296506,-114.6564883,Avery,12
201,1,108,22,0,0,2,1,-10.830948960836709,138,21,1.06,0.94,0,0,0,0,0,36.2556636,-113.7214959,Bach,21
202,1,97,20,0,0,2,1,-10.780527946042538,138,22,1.06,0.94,0,0,0,0,0,36.28996256,-113.7459985,Bacon,21
203,2,180,37,0,0,2,1,-6.1848804575938745,138,21,1.06,0.94,0,0,0,0,1.01886,35.35440226,-113.9759336,Baffin,21
204,2,74,15,0,0,2,1,-10.58362946124495,138,21,1.06,0.94,0,0,0,0,1.0189,36.19029231,-114.2218682,Bailey,21
205,2,71,14,0,0,2,1,-11.099620147783236,138,21,1.06,0.94,0,0,0,0,1.03603,36.07922951,-113.9830412,Bain,21
206,2,136,28,0,-100,2,1,-11.233773847323944,138,22,1.06,0.94,0,0,0,0,1.03259,35.78739717,-113.8903468,Bajer,21
207,1,125,25,0,0,2,1,-22.348987005423943,138,22,1.06,0.94,0,0,0,0,0,36.05246663,-113.0828494,Baker,21
208,2,171,35,0,0,2,1,-19.258795778000902,138,22,1.06,0.94,0,0,0,0,1.01203,35.93381421,-113.3177011,Balch,21
209,2,175,36,0,0,2,1,-10.422389757158735,138,23,1.06,0.94,0,0,0,0,1.02781,35.80510733,-114.1508325,Balzac,21
210,2,195,40,0,0,2,1,-11.377773847210227,138,23,1.06,0.94,0,0,0,0,1.05,35.78782341,-114.1628815,Banks,21
211,2,0,0,0,0,2,1,-10.981011953186842,230,23,1.06,0.94,0,0,0,0,1.02735,35.80148483,-114.1675516,Bardeen,21
212,2,0,0,0,0,2,1,-8.226184553185638,230,23,1.06,0.94,0,0,0,0,1.01921,35.79144538,-114.1461651,Barkla,21
213,1,265,54,0,0,2,1,-8.33705363454135,230,24,1.06,0.94,0,0,0,0,0,36.1460954,-114.6228964,Barlow,22
214,1,194,39,0,0,2,1,-13.375405633004007,230,26,1.06,0.94,0,0,0,0,0,35.56761113,-114.4925684,Barry,22
215,1,317,64,0,0,2,1,-4.0759959366214,230,26,1.06,0.94,0,0,0,0,0,35.14859089,-114.5757743,Barton,22
216,1,100,20,0,0,2,1,-4.278616305585773,230,26,1.06,0.94,0,0,0,0,0,35.26148957,-114.7307626,Basov,22
217,2,0,0,0,0,2,1,-1.238908870310089,230,27,1.06,0.94,0,0,0,0,1.04847,35.0877489,-114.9211636,Bates,22
218,1,333,68,0,0,2,1,-1.6330183857552605,230,27,1.06,0.94,0,0,0,0,0,35.11490694,-115.0778823,Bayle,22
219,2,181,37,0,0,2,1,-3.2342846738501176,230,25,1.06,0.94,0,0,0,0,1.03946,35.4192172,-114.9791817,Bede,22
220,2,128,26,0,0,2,1,-2.326170211471287,230,25,1.06,0.94,0,0,0,0,1.0438,35.64669555,-115.4465869,Beethoven,22
221,1,0,0,0,0,2,1,0.06945771467600755,230,27,1.06,0.94,0,0,0,0,0,35.3163216,-115.1979424,Behring,22
222,1,0,0,0,0,2,1,6.649265052197216,230,27,1.06,0.94,0,0,0,0,0,36.33098104,-115.2902095,Bell,22
223,1,0,0,0,0,2,1,-1.826707257162931,230,25,1.06,0.94,0,0,0,0,0,35.82434965,-115.5364456,Bloch,22
224,2,0,0,0,0,2,1,-4.882334135816757,230,26,1.06,0.94,0,0,0,0,1.01456,35.35643752,-113.9602525,Bordet,22
301,1,108,22,0,0,3,1,-59.46664434933877,138,31,1.06,0.94,0,0,0,0,0,35.0475822,-118.8217654,Cabell,31
302,1,97,20,0,0,3,1,-59.573606130164826,138,32,1.06,0.94,0,0,0,0,0,35.02993688,-118.8648595,Cabot,31
303,2,180,37,0,0,3,1,-47.92424036620073,138,31,1.06,0.94,0,0,0,0,1.01045,35.21754253,-118.0435499,Caesar,31
304,2,74,15,0,0,3,1,-54.521992173159504,138,31,1.06,0.94,0,0,0,0,1.01785,34.63209145,-118.5635853,Caine,31
305,2,71,14,0,0,3,1,-55.86959676884886,138,31,1.06,0.94,0,0,0,0,1.03609,34.87388488,-118.5104873,Calvin,31
306,2,136,28,0,-100,3,1,-53.936538067080214,138,32,1.06,0.94,0,0,0,0,1.0326,34.88716764,-118.2761997,Camus,31
307,1,125,25,0,0,3,1,-64.60272755734789,138,32,1.06,0.94,0,0,0,0,0,34.10126562,-118.878178,Carew,31
308,2,171,35,0,0,3,1,-61.002833730540935,138,32,1.06,0.94,0,0,0,0,1.01056,34.22471784,-118.6542579,Carrel,31
309,2,175,36,0,0,3,1,-50.385237436714185,138,33,1.06,0.94,0,0,0,0,1.02579,34.73575793,-118.127342,Carter,31
310,2,195,40,0,0,3,1,-52.145594567871036,138,33,1.06,0.94,0,0,0,0,1.05,34.72931591,-118.1045248,Caruso,31
311,2,0,0,0,0,3,1,-48.95998879269592,230,33,1.06,0.94,0,0,0,0,1.0283,34.74209387,-118.1119332,Cary,31
312,2,0,0,0,0,3,1,-44.801113754426694,230,33,1.06,0.94,0,0,0,0,1.019,34.72296307,-118.1198874,Caxton,31
313,1,265,54,0,0,3,1,-46.19034284537816,230,34,1.06,0.94,0,0,0,0,0,34.26526814,-118.0188551,Cecil,32
314,1,194,39,0,0,3,1,-49.07800178700227,230,36,1.06,0.94,0,0,0,0,0,34.94496423,-117.6848792,Chain,32
315,1,317,64,0,0,3,1,-37.6720185334491,230,36,1.06,0.94,0,0,0,0,0,35.26597012,-117.3864335,Chase,32
316,1,100,20,0,0,3,1,-36.783439591842644,230,36,1.06,0.94,0,0,0,0,0,35.13836711,-117.2515886,Chifa,32
317,2,0,0,0,0,3,1,-32.779298492465166,230,37,1.06,0.94,0,0,0,0,1.04785,35.37843341,-117.0558295,Chuhsi,32
318,1,333,68,0,0,3,1,-31.62051260396577,230,37,1.06,0.94,0,0,0,0,0,35.50581323,-116.9765714,Clark,32
319,2,181,37,0,0,3,1,-32.64378619100213,230,35,1.06,0.94,0,0,0,0,1.03953,34.9176312,-117.1244195,Clay,32
320,2,128,26,0,0,3,1,-29.044087581575617,230,35,1.06,0.94,0,0,0,0,1.04389,34.46246563,-117.0635083,Clive,32
321,1,0,0,0,0,3,1,-31.247875433027694,230,37,1.06,0.94,0,0,0,0,0,35.74534438,-117.1153628,Cobb,32
322,1,0,0,0,0,3,1,-25.29962283180173,230,37,1.06,0.94,0,0,0,0,0,36.43895848,-117.4852717,Cole,32
323,1,0,0,0,0,3,1,-27.064253346391038,230,35,1.06,0.94,0,0,0,0,0,34.25300337,-117.1132211,Comte,32
324,2,0,0,0,0,3,1,-41.591985704795306,230,36,1.06,0.94,0,0,0,0,1.01046,35.20658182,-118.0348168,Curie,32
325,2,0,0,0,0,3,1,-25.481340221285134,230,35,1.06,0.94,0,0,0,0,1.04986,34.25189131,-117.1289772,Curtiss,32
