f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
12,11,0.0016,0.0435,0.0,500,500,500,1.006,0,1,-360,360,-8.474543659625612,0.0,8.474543659625612,0.0,0,0,0,0,0,0,0,0,0,0
12,13,0.0016,0.0435,0.0,500,500,500,1.006,0,1,-360,360,8.474543659625613,0.0,-8.474543659625613,0.0,0,0,0,0,0,0,0,0,0,0
13,14,0.0009,0.0101,0.1723,600,600,600,0.0,0,1,-360,360,94.2053923093267,0.0,-94.2053923093267,0.0,0,0,0,0,0,0,0,0,0,0
14,15,0.0018,0.0217,0.366,600,600,600,0.0,0,1,-360,360,12.504145938454425,0.0,-12.504145938454425,0.0,0,0,0,0,0,0,0,0,0,0
15,16,0.0009,0.0094,0.171,600,600,600,0.0,0,1,-360,360,-307.4958540615458,0.0,307.4958540615458,0.0,0,0,0,0,0,0,0,0,0,0
16,17,0.0007,0.0089,0.1342,600,600,600,0.0,0,1,-360,360,-88.19585406154272,0.0,88.19585406154272,0.0,0,0,0,0,0,0,0,0,0,0
16,19,0.0016,0.0195,0.304,600,600,2500,0.0,0,1,-360,360,-579.9999999999998,0.0,579.9999999999998,0.0,0,0,0,0,0,0,0,0,0,0
16,21,0.0008,0.0135,0.2548,600,600,600,0.0,0,1,-360,360,265.1785897435907,0.0,-265.1785897435907,0.0,0,0,0,0,0,0,0,0,0,0
16,24,0.0003,0.0059,0.068,600,600,600,0.0,0,1,-360,360,346.5214102564112,0.0,-346.5214102564112,0.0,0,0,0,0,0,0,0,0,0,0
17,18,0.0007,0.0082,0.1319,600,600,600,0.0,0,1,-360,360,158.0338194665479,0.0,-158.0338194665479,0.0,0,0,0,0,0,0,0,0,0,0
17,27,0.0013,0.0173,0.3216,600,600,600,0.0,0,1,-360,360,-246.22967352809067,0.0,246.22967352809067,0.0,0,0,0,0,0,0,0,0,0,0
19,20,0.0007,0.0138,0.0,900,900,2500,1.06,0,1,-360,360,-507.9999999999997,0.0,507.9999999999997,0.0,0,0,0,0,0,0,0,0,0,0
19,33,0.0007,0.0142,0.0,900,900,2500,1.07,0,1,-360,360,-326.00000000000006,0.0,326.00000000000006,0.0,0,0,0,0,0,0,0,0,0,0
20,34,0.0009,0.018,0.0,900,900,2500,1.009,0,1,-360,360,-254.00000000000023,0.0,254.00000000000023,0.0,0,0,0,0,0,0,0,0,0,0
21,22,0.0008,0.014,0.2565,900,900,900,0.0,0,1,-360,360,-8.821410256407495,0.0,8.821410256407495,0.0,0,0,0,0,0,0,0,0,0,0
22,23,0.0006,0.0096,0.1846,600,600,600,0.0,0,1,-360,360,-8.821410256407553,0.0,8.821410256407553,0.0,0,0,0,0,0,0,0,0,0,0
22,35,0.0,0.0143,0.0,900,900,2500,1.025,0,1,-360,360,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0
23,24,0.0022,0.035,0.361,600,600,600,0.0,0,1,-360,360,-37.92141025641229,0.0,37.92141025641229,0.0,0,0,0,0,0,0,0,0,0,0
23,36,0.0005,0.0272,0.0,900,900,2500,1.0,0,1,-360,360,-5.102127870520021e-14,0.0,5.102127870520021e-14,0.0,0,0,0,0,0,0,0,0,0,0
25,26,0.0032,0.0323,0.531,600,600,600,0.0,0,1,-360,360,-198.7703264719095,0.0,198.7703264719095,0.0,0,0,0,0,0,0,0,0,0,0
25,37,0.0006,0.0232,0.0,900,900,2500,1.025,0,1,-360,360,-5.981805089575198e-14,0.0,5.981805089575198e-14,0.0,0,0,0,0,0,0,0,0,0,0
26,27,0.0014,0.0147,0.2396,600,600,600,0.0,0,1,-360,360,527.2296735280905,0.0,-527.2296735280905,0.0,0,0,0,0,0,0,0,0,0,0
26,28,0.0043,0.0474,0.7802,600,600,600,0.0,0,1,-360,360,-432.49999999999983,0.0,432.49999999999983,0.0,0,0,0,0,0,0,0,0,0,0
26,29,0.0057,0.0625,1.029,600,600,600,0.0,0,1,-360,360,-432.4999999999998,0.0,432.4999999999998,0.0,0,0,0,0,0,0,0,0,0,0
28,29,0.0014,0.0151,0.249,600,600,600,0.0,0,1,-360,360,-432.4999999999998,0.0,432.4999999999998,0.0,0,0,0,0,0,0,0,0,0,0
29,38,0.0008,0.0156,0.0,1200,1200,2500,1.025,0,1,-360,360,-432.4999999999995,0.0,432.4999999999995,0.0,0,0,0,0,0,0,0,0,0,0
2,30,0.0,0.0181,0.0,900,900,2500,1.025,0,1,-360,360,1.533457216333089e-13,0.0,-1.533457216333089e-13,0.0,0,0,0,0,0,0,0,0,0,0
10,32,0.0,0.02,0.0,900,900,2500,1.07,0,1,-360,360,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0
16,19,0.0016,0.0195,0.304,600,600,2500,0.0,0,1,-360,360,-579.9999999999998,0.0,579.9999999999998,0.0,0,0,0,0,0,0,0,0,0,0
19,33,0.0007,0.0142,0.0,900,900,2500,1.07,0,1,-360,360,-326.00000000000006,0.0,326.00000000000006,0.0,0,0,0,0,0,0,0,0,0,0
20,34,0.0009,0.018,0.0,900,900,2500,1.009,0,1,-360,360,-254.00000000000023,0.0,254.00000000000023,0.0,0,0,0,0,0,0,0,0,0,0
22,35,0.0,0.0143,0.0,900,900,2500,1.025,0,1,-360,360,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0
23,36,0.0005,0.0272,0.0,900,900,2500,1.0,0,1,-360,360,-5.102127870520021e-14,0.0,5.102127870520021e-14,0.0,0,0,0,0,0,0,0,0,0,0
25,37,0.0006,0.0232,0.0,900,900,2500,1.025,0,1,-360,360,-5.981805089575198e-14,0.0,5.981805089575198e-14,0.0,0,0,0,0,0,0,0,0,0,0
29,38,0.0008,0.0156,0.0,1200,1200,2500,1.025,0,1,-360,360,-432.4999999999995,0.0,432.4999999999995,0.0,0,0,0,0,0,0,0,0,0,0
