f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT,UID,Perm OutRate,Duration,Tr Ratio,Tran OutRate,Length
121,122,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,8.732609644546784,0.0,-8.732609644546784,0.0,0,0,0,0,0,0,0,0,0,0,A34,0.45,11,0.0,1.2,47.0
123,217,0.01,0.074,0.155,500,600,625,0,0,1,-360,360,182.3385715279778,0.0,-182.3385715279778,0.0,0,0,0,0,0,0,0,0,0,0,AB3,0.46,11,0.0,1.3,51.0
201,202,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,3.253920423620739,0.0,-3.253920423620739,0.0,0,0,0,0,0,0,0,0,0,0,B1,0.24,16,0.0,0.0,3.0
201,203,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-60.57519099035197,0.0,60.57519099035197,0.0,0,0,0,0,0,0,0,0,0,0,B2,0.51,10,0.0,2.9,55.0
201,205,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-4.678729433268609,0.0,4.678729433268609,0.0,0,0,0,0,0,0,0,0,0,0,B3,0.33,10,0.0,1.2,22.0
202,204,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-14.366731442440797,0.0,14.366731442440797,0.0,0,0,0,0,0,0,0,0,0,0,B4,0.39,10,0.0,1.7,33.0
202,206,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-3.3793481339374307,0.0,3.3793481339374307,0.0,0,0,0,0,0,0,0,0,0,0,B5,0.48,10,0.0,2.6,50.0
203,209,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,79.90088421589181,0.0,-79.90088421589181,0.0,0,0,0,0,0,0,0,0,0,0,B6,0.38,10,0.0,1.6,31.0
203,224,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,34.5239247937517,0.0,-34.5239247937517,0.0,0,0,0,0,0,0,0,0,0,0,B7,0.02,768,1.015,0.0,0.0
204,209,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-14.366731442440834,0.0,14.366731442440834,0.0,0,0,0,0,0,0,0,0,0,0,B8,0.36,10,0.0,1.4,27.0
205,210,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-4.6787294332686855,0.0,4.6787294332686855,0.0,0,0,0,0,0,0,0,0,0,0,B9,0.34,10,0.0,1.2,23.0
206,210,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-3.3793481339373725,0.0,3.3793481339373725,0.0,0,0,0,0,0,0,0,0,0,0,B10,0.33,35,0.0,0.0,16.0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.49999999999996,0.0,40.49999999999996,0.0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0.0,0.8,16.0
208,209,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-47.96587844035651,0.0,47.96587844035651,0.0,0,0,0,0,0,0,0,0,0,0,B12-1,0.44,10,0.0,2.3,43.0
208,210,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-33.03412155964342,0.0,33.03412155964342,0.0,0,0,0,0,0,0,0,0,0,0,B13-2,0.44,10,0.0,2.3,43.0
209,211,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,23.361580686671413,0.0,-23.361580686671413,0.0,0,0,0,0,0,0,0,0,0,0,B14,0.02,768,1.03,0.0,0.0
209,212,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-5.793306353576965,0.0,5.793306353576965,0.0,0,0,0,0,0,0,0,0,0,0,B15,0.02,768,1.03,0.0,0.0
210,211,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-5.968656043300746,0.0,5.968656043300746,0.0,0,0,0,0,0,0,0,0,0,0,B16,0.02,768,1.015,0.0,0.0
210,212,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-35.12354308354912,0.0,35.12354308354912,0.0,0,0,0,0,0,0,0,0,0,0,B17,0.02,768,1.015,0.0,0.0
211,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-35.638929572859126,0.0,35.638929572859126,0.0,0,0,0,0,0,0,0,0,0,0,B18,0.4,11,0.0,0.8,33.0
211,214,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,53.03185421622977,0.0,-53.03185421622977,0.0,0,0,0,0,0,0,0,0,0,0,B19,0.39,11,0.0,0.7,29.0
212,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,15.382122747575542,0.0,-15.382122747575542,0.0,0,0,0,0,0,0,0,0,0,0,B20,0.4,11,0.0,0.8,33.0
212,223,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-56.29897218470157,0.0,56.29897218470157,0.0,0,0,0,0,0,0,0,0,0,0,B21,0.52,11,0.0,1.6,67.0
213,223,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-71.25680682528368,0.0,71.25680682528368,0.0,0,0,0,0,0,0,0,0,0,0,B22,0.49,11,0.0,1.5,60.0
214,216,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-140.96814578377027,0.0,140.96814578377027,0.0,0,0,0,0,0,0,0,0,0,0,B23,0.38,11,0.0,0.7,27.0
215,216,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,40.32597078002912,0.0,-40.32597078002912,0.0,0,0,0,0,0,0,0,0,0,0,B24,0.33,11,0.0,0.3,12.0
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-42.20216205041597,0.0,42.20216205041597,0.0,0,0,0,0,0,0,0,0,0,0,B25-1,0.41,11,0.0,0.8,34.0
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-42.20216205041597,0.0,42.20216205041597,0.0,0,0,0,0,0,0,0,0,0,0,B25-2,0.41,11,0.0,0.8,34.0
215,224,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,-34.52392479375176,0.0,34.52392479375176,0.0,0,0,0,0,0,0,0,0,0,0,B26,0.41,11,0.0,0.9,36.0
216,217,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-104.9342474271463,0.0,104.9342474271463,0.0,0,0,0,0,0,0,0,0,0,0,B27,0.35,11,0.0,0.4,18.0
216,219,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-33.70792757659509,0.0,33.70792757659509,0.0,0,0,0,0,0,0,0,0,0,0,B28,0.34,11,0.0,0.4,16.0
217,218,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,77.54974034721943,0.0,-77.54974034721943,0.0,0,0,0,0,0,0,0,0,0,0,B29,0.32,11,0.0,0.2,10.0
217,222,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-0.1454162463876947,0.0,0.1454162463876947,0.0,0,0,0,0,0,0,0,0,0,0,B30,0.54,11,0.0,1.8,73.0
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-42.72512982639021,0.0,42.72512982639021,0.0,0,0,0,0,0,0,0,0,0,0,B31-1,0.35,11,0.0,0.4,18.0
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-42.72512982639021,0.0,42.72512982639021,0.0,0,0,0,0,0,0,0,0,0,0,B31-2,0.35,11,0.0,0.4,18.0
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-16.85396378829737,0.0,16.85396378829737,0.0,0,0,0,0,0,0,0,0,0,0,B32-1,0.38,11,0.0,0.7,27.5
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-16.85396378829737,0.0,16.85396378829737,0.0,0,0,0,0,0,0,0,0,0,0,B32-2,0.38,11,0.0,0.7,27.5
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-16.853963788297285,0.0,16.853963788297285,0.0,0,0,0,0,0,0,0,0,0,0,B33-1,0.34,11,0.0,0.4,15.0
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-16.853963788297285,0.0,16.853963788297285,0.0,0,0,0,0,0,0,0,0,0,0,B33-2,0.34,11,0.0,0.4,15.0
221,222,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,0.14541624638773162,0.0,-0.14541624638773162,0.0,0,0,0,0,0,0,0,0,0,0,B34,0.45,11,0.0,1.2,47.0
301,302,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,0.34495722497799153,0.0,-0.34495722497799153,0.0,0,0,0,0,0,0,0,0,0,0,C1,0.24,16,0.0,0.0,3.0
301,303,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-25.08730868972262,0.0,25.08730868972262,0.0,0,0,0,0,0,0,0,0,0,0,C2,0.51,10,0.0,2.9,55.0
301,305,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-23.257648535255356,0.0,23.257648535255356,0.0,0,0,0,0,0,0,0,0,0,0,C3,0.33,10,0.0,1.2,22.0
302,304,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-20.732502862964818,0.0,20.732502862964818,0.0,0,0,0,0,0,0,0,0,0,0,C4,0.39,10,0.0,1.7,33.0
302,306,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-15.922539912051018,0.0,15.922539912051018,0.0,0,0,0,0,0,0,0,0,0,0,C5,0.48,10,0.0,2.6,50.0
303,309,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,4.277675406187244,0.0,-4.277675406187244,0.0,0,0,0,0,0,0,0,0,0,0,C6,0.38,10,0.0,1.6,31.0
303,324,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-29.364984095909964,0.0,29.364984095909964,0.0,0,0,0,0,0,0,0,0,0,0,C7,0.02,768,1.015,0.0,0.0
304,309,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-20.732502862964903,0.0,20.732502862964903,0.0,0,0,0,0,0,0,0,0,0,0,C8,0.36,10,0.0,1.4,27.0
305,310,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-23.257648535255754,0.0,23.257648535255754,0.0,0,0,0,0,0,0,0,0,0,0,C9,0.34,10,0.0,1.2,23.0
306,310,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-15.922539912050947,0.0,15.922539912050947,0.0,0,0,0,0,0,0,0,0,0,0,C10,0.33,35,0.0,0.0,16.0
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.49999999999987,0.0,40.49999999999987,0.0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0.0,0.8,16.0
308,309,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-42.80547140483625,0.0,42.80547140483625,0.0,0,0,0,0,0,0,0,0,0,0,C12-1,0.44,10,0.0,2.3,43.0
308,310,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-38.194528595163646,0.0,38.194528595163646,0.0,0,0,0,0,0,0,0,0,0,0,C13-2,0.44,10,0.0,2.3,43.0
309,311,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-4.380660083004583,0.0,4.380660083004583,0.0,0,0,0,0,0,0,0,0,0,0,C14,0.02,768,1.03,0.0,0.0
309,312,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-54.879638778609575,0.0,54.879638778609575,0.0,0,0,0,0,0,0,0,0,0,0,C15,0.02,768,1.03,0.0,0.0
310,311,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-13.437869173432901,0.0,13.437869173432901,0.0,0,0,0,0,0,0,0,0,0,0,C16,0.02,768,1.015,0.0,0.0
310,312,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-63.936847869037884,0.0,63.936847869037884,0.0,0,0,0,0,0,0,0,0,0,0,C17,0.02,768,1.015,0.0,0.0
311,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-74.49148763397315,0.0,74.49148763397315,0.0,0,0,0,0,0,0,0,0,0,0,C18,0.4,11,0.0,0.8,33.0
311,314,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,56.67295837753613,0.0,-56.67295837753613,0.0,0,0,0,0,0,0,0,0,0,0,C19,0.39,11,0.0,0.7,29.0
312,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,13.88172508333558,0.0,-13.88172508333558,0.0,0,0,0,0,0,0,0,0,0,0,C20,0.4,11,0.0,0.8,33.0
312,323,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-132.69821173098285,0.0,132.69821173098285,0.0,0,0,0,0,0,0,0,0,0,0,C21,0.52,11,0.0,1.6,67.0
313,323,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-155.60976255063736,0.0,155.60976255063736,0.0,0,0,0,0,0,0,0,0,0,0,C22,0.49,11,0.0,1.5,60.0
314,316,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-137.32704162246395,0.0,137.32704162246395,0.0,0,0,0,0,0,0,0,0,0,0,C23,0.38,11,0.0,0.7,27.0
315,316,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-93.37208473301185,0.0,93.37208473301185,0.0,0,0,0,0,0,0,0,0,0,0,C24,0.33,11,0.0,0.3,12.0
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-80.9964496814485,0.0,80.9964496814485,0.0,0,0,0,0,0,0,0,0,0,0,C25-1,0.41,11,0.0,0.8,34.0
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-80.9964496814485,0.0,80.9964496814485,0.0,0,0,0,0,0,0,0,0,0,0,C25-2,0.41,11,0.0,0.8,34.0
315,324,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,29.36498409590999,0.0,-29.36498409590999,0.0,0,0,0,0,0,0,0,0,0,0,C26,0.41,11,0.0,0.9,36.0
316,317,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-57.74339405052602,0.0,57.74339405052602,0.0,0,0,0,0,0,0,0,0,0,0,C27,0.35,11,0.0,0.4,18.0
316,319,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-210.95573230495037,0.0,210.95573230495037,0.0,0,0,0,0,0,0,0,0,0,0,C28,0.34,11,0.0,0.4,16.0
317,318,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-35.36089492557666,0.0,35.36089492557666,0.0,0,0,0,0,0,0,0,0,0,0,C29,0.32,11,0.0,0.2,10.0
317,322,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-22.38249912494904,0.0,22.38249912494904,0.0,0,0,0,0,0,0,0,0,0,0,C30,0.54,11,0.0,1.8,73.0
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-14.812300756077892,0.0,14.812300756077892,0.0,0,0,0,0,0,0,0,0,0,0,C31-1,0.35,11,0.0,0.4,18.0
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-14.812300756077892,0.0,14.812300756077892,0.0,0,0,0,0,0,0,0,0,0,0,C31-2,0.35,11,0.0,0.4,18.0
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-105.4778661524751,0.0,105.4778661524751,0.0,0,0,0,0,0,0,0,0,0,0,C32-1,0.38,11,0.0,0.7,27.5
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-105.4778661524751,0.0,105.4778661524751,0.0,0,0,0,0,0,0,0,0,0,0,C32-2,0.38,11,0.0,0.7,27.5
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-105.47786615247465,0.0,105.47786615247465,0.0,0,0,0,0,0,0,0,0,0,0,C33-1,0.34,11,0.0,0.4,15.0
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-105.47786615247465,0.0,105.47786615247465,0.0,0,0,0,0,0,0,0,0,0,0,C33-2,0.34,11,0.0,0.4,15.0
321,322,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-21.61750087505222,0.0,21.61750087505222,0.0,0,0,0,0,0,0,0,0,0,0,C34,0.45,11,0.0,1.2,47.0
325,121,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-159.26370658657044,0.0,159.26370658657044,0.0,0,0,0,0,0,0,0,0,0,0,CA-1,0.52,11,0.0,1.6,67.0
318,223,0.013,0.104,0.218,500,600,625,0,0,1,-360,360,-168.73629341342047,0.0,168.73629341342047,0.0,0,0,0,0,0,0,0,0,0,0,CB-1,0.53,11,0.0,1.8,72.0
323,325,0.0,0.009,0.0,722,893,893,0,0,1,-360,360,-159.26370658656975,0.0,159.26370658656975,0.0,0,0,0,0,0,0,0,0,0,0,C35,0.02,768,1.0,0.0,0.0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.49999999999996,0.0,40.49999999999996,0.0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0.0,0.8,16.0
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.49999999999987,0.0,40.49999999999987,0.0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0.0,0.8,16.0
