f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
14,15,0.0018,0.0217,0.366,600,600,600,0.0,0,1.0,-360,360,35.06885622706772,0.0,-35.06885622706772,0.0,0,0,0,0,0,0,0,0,0,0
15,16,0.0009,0.0094,0.171,600,600,600,0.0,0,1.0,-360,360,-284.93114377293216,0.0,284.93114377293216,0.0,0,0,0,0,0,0,0,0,0,0
16,17,0.0007,0.0089,0.1342,600,600,600,0.0,0,1.0,-360,360,225.96885622706733,0.0,-225.96885622706733,0.0,0,0,0,0,0,0,0,0,0,0
16,19,0.0016,0.0195,0.304,600,600,2500,0.0,0,1.0,-360,360,-460.00000000000034,0.0,460.00000000000034,0.0,0,0,0,0,0,0,0,0,0,0
16,21,0.0008,0.0135,0.2548,600,600,600,0.0,0,1.0,-360,360,-334.77576923076936,0.0,334.77576923076936,0.0,0,0,0,0,0,0,0,0,0,0
16,24,0.0003,0.0059,0.068,600,600,600,0.0,0,1.0,-360,360,-45.12423076922997,0.0,45.12423076922997,0.0,0,0,0,0,0,0,0,0,0,0
17,18,0.0007,0.0082,0.1319,600,600,600,0.0,0,1.0,-360,360,200.68511636615102,0.0,-200.68511636615102,0.0,0,0,0,0,0,0,0,0,0,0
17,27,0.0013,0.0173,0.3216,600,600,600,0.0,0,1.0,-360,360,25.283739860915695,0.0,-25.283739860915695,0.0,0,0,0,0,0,0,0,0,0,0
19,20,0.0007,0.0138,0.0,900,900,2500,1.06,0,1.0,-360,360,171.99999999999994,0.0,-171.99999999999994,0.0,0,0,0,0,0,0,0,0,0,0
19,33,0.0007,0.0142,0.0,900,900,2500,1.07,0,1.0,-360,360,-632.0000000000001,0.0,632.0000000000001,0.0,0,0,0,0,0,0,0,0,0,0
20,34,0.0009,0.018,0.0,900,900,2500,1.009,0,1.0,-360,360,-508.0,0.0,508.0,0.0,0,0,0,0,0,0,0,0,0,0
21,22,0.0008,0.014,0.2565,900,900,900,0.0,0,1.0,-360,360,-608.7757692307692,0.0,608.7757692307692,0.0,0,0,0,0,0,0,0,0,0,0
22,23,0.0006,0.0096,0.1846,600,600,600,0.0,0,1.0,-360,360,41.224230769230935,0.0,-41.224230769230935,0.0,0,0,0,0,0,0,0,0,0,0
22,35,0.0,0.0143,0.0,900,900,2500,1.025,0,1.0,-360,360,-650.0,0.0,650.0,0.0,0,0,0,0,0,0,0,0,0,0
23,24,0.0022,0.035,0.361,600,600,600,0.0,0,1.0,-360,360,353.72423076923087,0.0,-353.72423076923087,0.0,0,0,0,0,0,0,0,0,0,0
23,36,0.0005,0.0272,0.0,900,900,2500,1.0,0,1.0,-360,360,-560.0,0.0,560.0,0.0,0,0,0,0,0,0,0,0,0,0
25,26,0.0032,0.0323,0.531,600,600,600,0.0,0,1.0,-360,360,54.21626013908407,0.0,-54.21626013908407,0.0,0,0,0,0,0,0,0,0,0,0
25,37,0.0006,0.0232,0.0,900,900,2500,1.025,0,1.0,-360,360,-540.0,0.0,540.0,0.0,0,0,0,0,0,0,0,0,0,0
26,27,0.0014,0.0147,0.2396,600,600,600,0.0,0,1.0,-360,360,255.7162601390841,0.0,-255.7162601390841,0.0,0,0,0,0,0,0,0,0,0,0
26,28,0.0043,0.0474,0.7802,600,600,600,0.0,0,1.0,-360,360,-145.3652000000001,0.0,145.3652000000001,0.0,0,0,0,0,0,0,0,0,0,0
26,29,0.0057,0.0625,1.029,600,600,600,0.0,0,1.0,-360,360,-195.1348000000001,0.0,195.1348000000001,0.0,0,0,0,0,0,0,0,0,0,0
28,29,0.0014,0.0151,0.249,600,600,600,0.0,0,1.0,-360,360,-351.36520000000013,0.0,351.36520000000013,0.0,0,0,0,0,0,0,0,0,0,0
29,38,0.0008,0.0156,0.0,1200,1200,2500,1.025,0,1.0,-360,360,-830.0000000000002,0.0,830.0000000000002,0.0,0,0,0,0,0,0,0,0,0,0
