id,bus_type,Pd,Pq,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,lat,lng,BusName,SubArea
210,2,195,40,0,0,2,1.0,-12.003724212006807,138,23,1.06,0.94,0,0,0,0,1.05,35.78782341,-114.1628815,Banks,21
211,2,0,0,0,0,2,1.0,-11.653730411975202,230,23,1.06,0.94,0,0,0,0,1.02735,35.80148483,-114.1675516,Bardeen,21
212,2,0,0,0,0,2,1.0,-10.21525351370638,230,23,1.06,0.94,0,0,0,0,1.01921,35.79144538,-114.1461651,Barkla,21
213,1,265,54,0,0,2,1.0,-10.597811940030594,230,24,1.06,0.94,0,0,0,0,0.0,36.1460954,-114.6228964,Barlow,22
214,1,194,39,0,0,2,1.0,-12.887317312507145,230,26,1.06,0.94,0,0,0,0,0.0,35.56761113,-114.4925684,Barry,22
215,1,317,64,0,0,2,1.0,-7.789500407991218,230,26,1.06,0.94,0,0,0,0,0.0,35.14859089,-114.5757743,Barton,22
216,1,100,20,0,0,2,1.0,-8.062138273520327,230,26,1.06,0.94,0,0,0,0,0.0,35.26148957,-114.7307626,Basov,22
217,2,0,0,0,0,2,1.0,-6.377461704933076,230,27,1.06,0.94,0,0,0,0,1.04847,35.0877489,-114.9211636,Bates,22
218,1,333,68,0,0,2,1.0,-7.06066579183771,230,27,1.06,0.94,0,0,0,0,0.0,35.11490694,-115.0778823,Bayle,22
219,2,181,37,0,0,2,1.0,-7.5395249675396085,230,25,1.06,0.94,0,0,0,0,1.03946,35.4192172,-114.9791817,Bede,22
220,2,128,26,0,0,2,1.0,-7.0850786145128986,230,25,1.06,0.94,0,0,0,0,1.0438,35.64669555,-115.4465869,Beethoven,22
221,1,0,0,0,0,2,1.0,-6.48097201893837,230,27,1.06,0.94,0,0,0,0,0.0,35.3163216,-115.1979424,Behring,22
222,1,0,0,0,0,2,1.0,-6.4402858839536306,230,27,1.06,0.94,0,0,0,0,0.0,36.33098104,-115.2902095,Bell,22
223,1,0,0,0,0,2,1.0,-6.8351331203482095,230,25,1.06,0.94,0,0,0,0,0.0,35.82434965,-115.5364456,Bloch,22
224,2,0,0,0,0,2,1.0,-6.999845457211093,230,26,1.06,0.94,0,0,0,0,1.01456,35.35643752,-113.9602525,Bordet,22
301,1,108,22,0,0,3,1.0,-23.058732451276505,138,31,1.06,0.94,0,0,0,0,0.0,35.0475822,-118.8217654,Cabell,31
302,1,97,20,0,0,3,1.0,-23.05949420151054,138,32,1.06,0.94,0,0,0,0,0.0,35.02993688,-118.8648595,Cabot,31
303,2,180,37,0,0,3,1.0,-20.088682556601775,138,31,1.06,0.94,0,0,0,0,1.01045,35.21754253,-118.0435499,Caesar,31
304,2,74,15,0,0,3,1.0,-21.5451145468218,138,31,1.06,0.94,0,0,0,0,1.01785,34.63209145,-118.5635853,Caine,31
305,2,71,14,0,0,3,1.0,-21.912905332388362,138,31,1.06,0.94,0,0,0,0,1.03609,34.87388488,-118.5104873,Calvin,31
306,2,136,28,0,-100,3,1.0,-21.289104741161406,138,32,1.06,0.94,0,0,0,0,1.0326,34.88716764,-118.2761997,Camus,31
307,1,125,25,0,0,3,1.0,-25.76009763944989,138,32,1.06,0.94,0,0,0,0,0.0,34.10126562,-118.878178,Carew,31
308,2,171,35,0,0,3,1.0,-24.34460540657919,138,32,1.06,0.94,0,0,0,0,1.01056,34.22471784,-118.6542579,Carrel,31
309,2,175,36,0,0,3,1.0,-20.304992624871964,138,33,1.06,0.94,0,0,0,0,1.02579,34.73575793,-118.127342,Carter,31
310,2,195,40,0,0,3,1.0,-20.726637256362984,138,33,1.06,0.94,0,0,0,0,1.05,34.72931591,-118.1045248,Caruso,31
311,2,0,0,0,0,3,1.0,-20.0972378725142,230,33,1.06,0.94,0,0,0,0,1.0283,34.74209387,-118.1119332,Cary,31
312,2,0,0,0,0,3,1.0,-17.607269756811075,230,33,1.06,0.94,0,0,0,0,1.019,34.72296307,-118.1198874,Caxton,31
313,1,265,54,0,0,3,1.0,-17.988141335503215,230,34,1.06,0.94,0,0,0,0,0.0,34.26526814,-118.0188551,Cecil,32
314,1,194,39,0,0,3,1.0,-21.524120274295544,230,36,1.06,0.94,0,0,0,0,0.0,34.94496423,-117.6848792,Chain,32
315,1,317,64,0,0,3,1.0,-17.927126094197963,230,36,1.06,0.94,0,0,0,0,0.0,35.26597012,-117.3864335,Chase,32
316,1,100,20,0,0,3,1.0,-16.970475391825744,230,36,1.06,0.94,0,0,0,0,0.0,35.13836711,-117.2515886,Chifa,32
317,2,0,0,0,0,3,1.0,-16.232852012469635,230,37,1.06,0.94,0,0,0,0,1.04785,35.37843341,-117.0558295,Chuhsi,32
318,1,333,68,0,0,3,1.0,-16.013962095302652,230,37,1.06,0.94,0,0,0,0,0.0,35.50581323,-116.9765714,Clark,32
319,2,181,37,0,0,3,1.0,-14.052781441627058,230,35,1.06,0.94,0,0,0,0,1.03953,34.9176312,-117.1244195,Clay,32
320,2,128,26,0,0,3,1.0,-11.51565626754125,230,35,1.06,0.94,0,0,0,0,1.04389,34.46246563,-117.0635083,Clive,32
321,1,0,0,0,0,3,1.0,-15.743963226206116,230,37,1.06,0.94,0,0,0,0,0.0,35.74534438,-117.1153628,Cobb,32
322,1,0,0,0,0,3,1.0,-14.895662743822417,230,37,1.06,0.94,0,0,0,0,0.0,36.43895848,-117.4852717,Cole,32
323,1,0,0,0,0,3,1.0,-10.120237421794055,230,35,1.06,0.94,0,0,0,0,0.0,34.25300337,-117.1132211,Comte,32
324,2,0,0,0,0,3,1.0,-18.753603565117068,230,36,1.06,0.94,0,0,0,0,1.01046,35.20658182,-118.0348168,Curie,32
325,2,0,0,0,0,3,1.0,-9.223187748785122,230,35,1.06,0.94,0,0,0,0,1.04986,34.25189131,-117.1289772,Curtiss,32
