bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,rampAGC,ramp10,ramp30,rampQ,npf,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
4132,230.5,0,231,-231,1,100,1,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,87.5,0,88,-88,1,100,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,728,0,728,-728,1,100,1,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,658.5,0,659,-659,1,100,1,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,1807.5,0,1808,-1808,1,100,1,3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,23.5,0,24,-24,1,100,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,592,0,592,-592,1,100,1,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,286.5,0,287,-287,1,100,1,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,107.5,0,108,-108,1,100,1,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,605,0,605,-605,1,100,1,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,4399.4,0,4399,-4399,1,100,1,8798.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,2977,0,2977,-2977,1,100,1,5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,2200,0,2200,-2200,1,100,1,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,2205.1,0,2205,-2205,1,100,1,4410.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,54,0,54,-54,1,100,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,270.5,0,271,-271,1,100,1,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,7.5,0,8,-8,1,100,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,146.5,0,147,-147,1,100,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,1072,0,1072,-1072,1,100,1,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,17.5,0,18,-18,1,100,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,118,0,118,-118,1,100,1,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,1255.5,0,1256,-1256,1,100,1,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,70,0,70,-70,1,100,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,63.5,0,64,-64,1,100,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,346.5,0,347,-347,1,100,1,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,95,0,95,-95,1,100,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6333,1671,0,1671,-1671,1,100,1,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6333,124,0,124,-124,1,100,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6335,967.5,0,968,-968,1,100,1,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6335,329.5,0,330,-330,1,100,1,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6335,406,0,406,-406,1,100,1,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,282.5,0,283,-283,1,100,1,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,59,0,59,-59,1,100,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,536,0,536,-536,1,100,1,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,11.5,0,12,-12,1,100,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,25,0,25,-25,1,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,1923.5,0,1924,-1924,1,100,1,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,18.5,0,19,-19,1,100,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,880,0,880,-880,1,100,1,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,19.5,0,20,-20,1,100,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,30.5,0,31,-31,1,100,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,1418.5,0,1419,-1419,1,100,1,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,2092,0,2092,-2092,1,100,1,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,0,0,167,-167,1,100,1,333,-333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,298.5,0,299,-299,1,100,1,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,0.05,0,1000,-1000,1,100,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032,826,0,826,-826,1,100,1,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032,489,0,489,-489,1,100,1,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032,345.5,0,346,-346,1,100,1,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032,0,0,23,-23,1,100,1,200,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8033,786,0,786,-786,1,100,1,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8034,1280,0,1280,-1280,1,100,1,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8034,344,0,344,-344,1,100,1,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
