f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
2402,2501,0.00021,0.00457,0.32336,6905,6905,6905,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2501,0.0004,0.0093,0.6856,3394,3394,3394,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,3893,0,-0.00935,0,3379,3379,3379,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,3895,0,-0.00935,0,3379,3379,3379,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,3897,0,-0.0084,0,3761,3761,3761,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2406,0.0014,0.0264,0.102,1195,1195,1195,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2410,0.00065,0.01187,0.04672,2658,2658,2658,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2410,0.00065,0.01187,0.04672,2658,2658,2658,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2408,0.0019,0.0258,0.0984,1222,1222,1222,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2410,0.00845,0.07034,0.15954,446,446,446,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2408,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2409,0.00138,0.05399,0.15252,585,585,585,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2409,0.00138,0.05399,0.15252,585,585,585,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2411,0.0032,0.0395,0.144,798,798,798,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2502,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2502,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2503,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2411,0.00285,0.03649,0.12656,864,864,864,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2411,0.00138,0.03399,0.11252,929,929,929,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,2503,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,2503,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,2902,0.00056,0.01415,1.0429,2231,2231,2231,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2602,0.00082,0.01668,1.18802,1892,1892,1892,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2603,0,0.00159,0.12002,19867,19867,19867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2603,0,0.00159,0.12002,19867,19867,19867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2601,0.00074,0.01861,1.40264,1696,1696,1696,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,2603,0.00083,0.01884,1.66668,1675,1675,1675,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,2901,0.00179,0.02524,0.53546,1249,1249,1249,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,6404,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,6504,0.0018,0.0245,0.4392,1286,1286,1286,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,6504,0.0018,0.0245,0.4392,1286,1286,1286,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,2607,0.0107,0.07905,0.3667,396,396,396,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,2607,0.0107,0.07905,0.3667,396,396,396,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2611,0.00221,0.03346,0.07338,942,942,942,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2612,0.0029,0.038,0.0824,829,829,829,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2618,0.00309,0.04677,0.1008,674,674,674,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2619,0.00226,0.03422,0.07506,922,922,922,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,2615,0.00047,0.00723,0.01624,4360,4360,4360,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,2617,0.00035,0.00536,0.01204,5881,5881,5881,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2613,0.0022,0.03422,0.07716,922,922,922,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2613,0.00238,0.03669,0.08284,860,860,860,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2616,0.00201,0.03074,0.06886,1026,1026,1026,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2617,0.00281,0.04296,0.09648,734,734,734,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,2612,0.00029,0.00434,0.0095,7262,7262,7262,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2615,0.00229,0.01583,0.0306,1975,1975,1975,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2615,0.00229,0.01583,0.0306,1975,1975,1975,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2618,0.00141,0.00967,0.0194,3233,3233,3233,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2618,0.00141,0.00967,0.0194,3233,3233,3233,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2618,0.00161,0.00971,0.01928,3210,3210,3210,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2618,0.00161,0.00971,0.01928,3210,3210,3210,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2619,0.00027,0.00393,0.00918,8019,8019,8019,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2619,0.00027,0.00393,0.00918,8019,8019,8019,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2619,0.00027,0.00393,0.00918,8019,8019,8019,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2620,0.00138,0.01116,0.0247,2810,2810,2810,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,2620,0.00138,0.01116,0.0247,2810,2810,2810,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2616,0.00037,0.00366,0.0083,8587,8587,8587,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2617,0.00055,0.00586,0.01246,5367,5367,5367,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,2616,0.00073,0.01025,0.02558,3074,3074,3074,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,2616,0.00073,0.01025,0.02558,3074,3074,3074,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,2617,0.00119,0.01244,0.02798,2528,2528,2528,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,2617,0.00119,0.01244,0.02798,2528,2528,2528,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,2620,0.00128,0.00979,0.0212,3200,3200,3200,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,2617,0.0011,0.01189,0.02514,2646,2646,2646,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,3102,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,3102,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3103,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3103,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3103,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3302,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,3204,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,3204,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,3305,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,3305,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,3105,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3202,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3202,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3203,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3203,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3924,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3924,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3203,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3203,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3204,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3205,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3924,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3924,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3204,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3303,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3303,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3305,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,3205,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,3205,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,3914,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,3915,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,3902,0.00053,0.01297,0,2434,2434,2434,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,3903,1e-05,-0.00755,0,4184,4184,4184,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,3304,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,3304,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,3304,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,3304,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,3304,0.0011,0.0127,0.048,2478,2478,2478,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,3918,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,3918,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,3402,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,3402,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,3404,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,3405,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,3405,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,3804,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,3404,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,3804,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,3804,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,3804,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,3917,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,3918,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,3907,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,3907,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,3914,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,3915,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,3925,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,3926,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,3926,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,3802,0.00079,0.01937,1.3285,1630,1630,1630,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,3803,0.00087,0.02087,1.4571,1513,1513,1513,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,3803,0.00087,0.02087,1.4571,1513,1513,1513,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,3891,0.00072,0.016,1.0879,1973,1973,1973,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,3901,0.00083,0.01985,0,1590,1590,1590,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3891,2e-05,-0.00998,0,3166,3166,3166,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3892,0,-0.00935,0,3379,3379,3379,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3894,0,-0.00944,0,3347,3347,3347,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3896,0,-0.00935,0,3379,3379,3379,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3901,0.00153,0.0147,0,2138,2138,2138,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,3806,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,3806,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,3893,0.00123,0.02659,1.98702,1187,1187,1187,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,3895,0.00123,0.02662,1.9888,1186,1186,1186,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,3897,0.00112,0.02517,1.83586,1254,1254,1254,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,3902,0.00053,0.01297,0,2434,2434,2434,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,3903,0.00093,0.03644,1.3895,867,867,867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,8002,2e-05,-0.01331,0,2374,2374,2374,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,3904,1e-05,-0.01098,0,2877,2877,2877,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,3905,0.00098,0.01035,0,3039,3039,3039,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,8002,0.00165,0.05719,2.4774,553,553,553,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,3905,0.0016,0.01229,0,2549,2549,2549,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,3906,0.00072,0.00346,0,8938,8938,8938,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,4001,0.00053,0.00456,0,6881,6881,6881,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,4001,0.00053,0.00456,0,6881,6881,6881,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,3908,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,8004,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,3920,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
