f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT,UID,Perm OutRate,Duration,Tr Ratio,Tran OutRate,Length
107,108,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-63.7712023211782,0.0,63.7712023211782,0.0,0,0,0,0,0,0,0,0,0,0,A11,0.3,10,0.0,0.8,16.0
107,203,0.042,0.161,0.044,175,208,220,0,0,1,-360,360,174.9999999999948,0.0,-174.9999999999948,0.0,0,0,0,0,0,0,0,0,0,0,AB1,0.44,10,0.0,2.2,42.0
108,109,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-22.565579205732416,0.0,22.565579205732416,0.0,0,0,0,0,0,0,0,0,0,0,A12-1,0.44,10,0.0,2.3,43.0
108,110,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-41.20562311544579,0.0,41.20562311544579,0.0,0,0,0,0,0,0,0,0,0,0,A13-2,0.44,10,0.0,2.3,43.0
109,111,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,38.031433328384,0.0,-38.031433328384,0.0,0,0,0,0,0,0,0,0,0,0,A14,0.02,768,1.03,0.0,0.0
109,112,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,0.8299678970229877,0.0,-0.8299678970229877,0.0,0,0,0,0,0,0,0,0,0,0,A15,0.02,768,1.03,0.0,0.0
110,111,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,74.64580529389241,0.0,-74.64580529389241,0.0,0,0,0,0,0,0,0,0,0,0,A16,0.02,768,1.015,0.0,0.0
110,112,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,37.44433986253139,0.0,-37.44433986253139,0.0,0,0,0,0,0,0,0,0,0,0,A17,0.02,768,1.015,0.0,0.0
111,113,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-1.046869196099725,0.0,1.046869196099725,0.0,0,0,0,0,0,0,0,0,0,0,A18,0.4,11,0.0,0.8,33.0
111,114,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,113.72410781837614,0.0,-113.72410781837614,0.0,0,0,0,0,0,0,0,0,0,0,A19,0.39,11,0.0,0.7,29.0
112,113,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,64.05569530878205,0.0,-64.05569530878205,0.0,0,0,0,0,0,0,0,0,0,0,A20,0.4,11,0.0,0.8,33.0
112,123,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-25.781387549227652,0.0,25.781387549227652,0.0,0,0,0,0,0,0,0,0,0,0,A21,0.52,11,0.0,1.6,67.0
113,123,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-64.08583870226,0.0,64.08583870226,0.0,0,0,0,0,0,0,0,0,0,0,A22,0.49,11,0.0,1.5,60.0
113,215,0.01,0.075,0.158,500,600,625,0,0,1,-360,360,215.094664814861,0.0,-215.094664814861,0.0,0,0,0,0,0,0,0,0,0,0,AB2,0.47,11,0.0,1.3,52.0
114,116,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,113.72410781837613,0.0,-113.72410781837613,0.0,0,0,0,0,0,0,0,0,0,0,A23,0.38,11,0.0,0.7,27.0
115,116,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-252.85043470536976,0.0,252.85043470536976,0.0,0,0,0,0,0,0,0,0,0,0,A24,0.33,11,0.0,0.3,12.0
115,121,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,133.62008401603012,0.0,-133.62008401603012,0.0,0,0,0,0,0,0,0,0,0,0,A25-1,0.41,11,0.0,0.8,34.0
115,121,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,133.62008401603012,0.0,-133.62008401603012,0.0,0,0,0,0,0,0,0,0,0,0,A25-2,0.41,11,0.0,0.8,34.0
115,124,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,-121.27725129699094,0.0,121.27725129699094,0.0,0,0,0,0,0,0,0,0,0,0,A26,0.41,11,0.0,0.9,36.0
116,117,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,332.75983196792134,0.0,-332.75983196792134,0.0,0,0,0,0,0,0,0,0,0,0,A27,0.35,11,0.0,0.4,18.0
116,119,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-316.88615885491475,0.0,316.88615885491475,0.0,0,0,0,0,0,0,0,0,0,0,A28,0.34,11,0.0,0.4,16.0
117,118,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,320.07725465225184,0.0,-320.07725465225184,0.0,0,0,0,0,0,0,0,0,0,0,A29,0.32,11,0.0,0.2,10.0
117,122,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,12.682577315669393,0.0,-12.682577315669393,0.0,0,0,0,0,0,0,0,0,0,0,A30,0.54,11,0.0,1.8,73.0
118,121,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-87.96137267387377,0.0,87.96137267387377,0.0,0,0,0,0,0,0,0,0,0,0,A31-1,0.35,11,0.0,0.4,18.0
118,121,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-87.96137267387377,0.0,87.96137267387377,0.0,0,0,0,0,0,0,0,0,0,0,A31-2,0.35,11,0.0,0.4,18.0
119,120,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-158.44307942745738,0.0,158.44307942745738,0.0,0,0,0,0,0,0,0,0,0,0,A32-1,0.38,11,0.0,0.7,27.5
119,120,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-158.44307942745738,0.0,158.44307942745738,0.0,0,0,0,0,0,0,0,0,0,0,A32-2,0.38,11,0.0,0.7,27.5
120,123,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-158.4430794274574,0.0,158.4430794274574,0.0,0,0,0,0,0,0,0,0,0,0,A33-1,0.34,11,0.0,0.4,15.0
120,123,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-158.4430794274574,0.0,158.4430794274574,0.0,0,0,0,0,0,0,0,0,0,0,A33-2,0.34,11,0.0,0.4,15.0
121,122,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-12.682577315669425,0.0,12.682577315669425,0.0,0,0,0,0,0,0,0,0,0,0,A34,0.45,11,0.0,1.2,47.0
123,217,0.01,0.074,0.155,500,600,625,0,0,1,-360,360,263.24661489359744,0.0,-263.24661489359744,0.0,0,0,0,0,0,0,0,0,0,0,AB3,0.46,11,0.0,1.3,51.0
201,202,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,1.142131079084103,0.0,-1.142131079084103,0.0,0,0,0,0,0,0,0,0,0,0,B1,0.24,16,0.0,0.0,3.0
201,203,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-123.32610417442868,0.0,123.32610417442868,0.0,0,0,0,0,0,0,0,0,0,0,B2,0.51,10,0.0,2.9,55.0
201,205,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-1.8160269046531203,0.0,1.8160269046531203,0.0,0,0,0,0,0,0,0,0,0,0,B3,0.33,10,0.0,1.2,22.0
202,204,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-23.552878843397355,0.0,23.552878843397355,0.0,0,0,0,0,0,0,0,0,0,0,B4,0.39,10,0.0,1.7,33.0
202,206,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-1.3049900775185275,0.0,1.3049900775185275,0.0,0,0,0,0,0,0,0,0,0,0,B5,0.48,10,0.0,2.6,50.0
203,209,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,173.0847294377046,0.0,-173.0847294377046,0.0,0,0,0,0,0,0,0,0,0,0,B6,0.38,10,0.0,1.6,31.0
203,224,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-121.41083361213853,0.0,121.41083361213853,0.0,0,0,0,0,0,0,0,0,0,0,B7,0.02,768,1.015,0.0,0.0
204,209,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-23.55287884339728,0.0,23.55287884339728,0.0,0,0,0,0,0,0,0,0,0,0,B8,0.36,10,0.0,1.4,27.0
205,210,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-1.816026904653318,0.0,1.816026904653318,0.0,0,0,0,0,0,0,0,0,0,0,B9,0.34,10,0.0,1.2,23.0
206,210,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-1.304990077518481,0.0,1.304990077518481,0.0,0,0,0,0,0,0,0,0,0,0,B10,0.33,35,0.0,0.0,16.0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-86.49999999999991,0.0,86.49999999999991,0.0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0.0,0.8,16.0
208,209,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-101.9865227976138,0.0,101.9865227976138,0.0,0,0,0,0,0,0,0,0,0,0,B12-1,0.44,10,0.0,2.3,43.0
208,210,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-71.01347720238593,0.0,71.01347720238593,0.0,0,0,0,0,0,0,0,0,0,0,B13-2,0.44,10,0.0,2.3,43.0
209,211,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,25.453284220585044,0.0,-25.453284220585044,0.0,0,0,0,0,0,0,0,0,0,0,B14,0.02,768,1.03,0.0,0.0
209,212,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,22.092043576108736,0.0,-22.092043576108736,0.0,0,0,0,0,0,0,0,0,0,0,B15,0.02,768,1.03,0.0,0.0
210,211,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-35.386626770041104,0.0,35.386626770041104,0.0,0,0,0,0,0,0,0,0,0,0,B16,0.02,768,1.015,0.0,0.0
210,212,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-38.747867414517415,0.0,38.747867414517415,0.0,0,0,0,0,0,0,0,0,0,0,B17,0.02,768,1.015,0.0,0.0
211,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,67.83925199378356,0.0,-67.83925199378356,0.0,0,0,0,0,0,0,0,0,0,0,B18,0.4,11,0.0,0.8,33.0
211,214,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,-77.77259454323979,0.0,77.77259454323979,0.0,0,0,0,0,0,0,0,0,0,0,B19,0.39,11,0.0,0.7,29.0
212,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,73.72142312161711,0.0,-73.72142312161711,0.0,0,0,0,0,0,0,0,0,0,0,B20,0.4,11,0.0,0.8,33.0
212,223,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-90.37724696002574,0.0,90.37724696002574,0.0,0,0,0,0,0,0,0,0,0,0,B21,0.52,11,0.0,1.6,67.0
213,223,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-141.4393248845991,0.0,141.4393248845991,0.0,0,0,0,0,0,0,0,0,0,0,B22,0.49,11,0.0,1.5,60.0
214,216,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-465.7725945432399,0.0,465.7725945432399,0.0,0,0,0,0,0,0,0,0,0,0,B23,0.38,11,0.0,0.7,27.0
215,216,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,499.9999999999769,0.0,-499.9999999999769,0.0,0,0,0,0,0,0,0,0,0,0,B24,0.33,11,0.0,0.3,12.0
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-103.16525772388604,0.0,103.16525772388604,0.0,0,0,0,0,0,0,0,0,0,0,B25-1,0.41,11,0.0,0.8,34.0
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-103.16525772388604,0.0,103.16525772388604,0.0,0,0,0,0,0,0,0,0,0,0,B25-2,0.41,11,0.0,0.8,34.0
215,224,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,121.41083361213849,0.0,-121.41083361213849,0.0,0,0,0,0,0,0,0,0,0,0,B26,0.41,11,0.0,0.9,36.0
216,217,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-412.5891663878689,0.0,412.5891663878689,0.0,0,0,0,0,0,0,0,0,0,0,B27,0.35,11,0.0,0.4,18.0
216,219,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,401.8165718446053,0.0,-401.8165718446053,0.0,0,0,0,0,0,0,0,0,0,0,B28,0.34,11,0.0,0.4,16.0
217,218,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-132.99700639377764,0.0,132.99700639377764,0.0,0,0,0,0,0,0,0,0,0,0,B29,0.32,11,0.0,0.2,10.0
217,222,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-16.34554510049381,0.0,16.34554510049381,0.0,0,0,0,0,0,0,0,0,0,0,B30,0.54,11,0.0,1.8,73.0
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-37.1469697258671,0.0,37.1469697258671,0.0,0,0,0,0,0,0,0,0,0,0,B31-1,0.35,11,0.0,0.4,18.0
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-37.1469697258671,0.0,37.1469697258671,0.0,0,0,0,0,0,0,0,0,0,0,B31-2,0.35,11,0.0,0.4,18.0
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,200.90828592230312,0.0,-200.90828592230312,0.0,0,0,0,0,0,0,0,0,0,0,B32-1,0.38,11,0.0,0.7,27.5
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,200.90828592230312,0.0,-200.90828592230312,0.0,0,0,0,0,0,0,0,0,0,0,B32-2,0.38,11,0.0,0.7,27.5
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,200.90828592230315,0.0,-200.90828592230315,0.0,0,0,0,0,0,0,0,0,0,0,B33-1,0.34,11,0.0,0.4,15.0
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,200.90828592230315,0.0,-200.90828592230315,0.0,0,0,0,0,0,0,0,0,0,0,B33-2,0.34,11,0.0,0.4,15.0
221,222,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,16.34554510049385,0.0,-16.34554510049385,0.0,0,0,0,0,0,0,0,0,0,0,B34,0.45,11,0.0,1.2,47.0
301,302,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,6.604132551219738,0.0,-6.604132551219738,0.0,0,0,0,0,0,0,0,0,0,0,C1,0.24,16,0.0,0.0,3.0
301,303,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-81.4773124064189,0.0,81.4773124064189,0.0,0,0,0,0,0,0,0,0,0,0,C2,0.51,10,0.0,2.9,55.0
301,305,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-81.12682014479495,0.0,81.12682014479495,0.0,0,0,0,0,0,0,0,0,0,0,C3,0.33,10,0.0,1.2,22.0
302,304,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-71.55635068684903,0.0,71.55635068684903,0.0,0,0,0,0,0,0,0,0,0,0,C4,0.39,10,0.0,1.7,33.0
302,306,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-55.83951676192365,0.0,55.83951676192365,0.0,0,0,0,0,0,0,0,0,0,0,C5,0.48,10,0.0,2.6,50.0
303,309,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,6.341628275708394,0.0,-6.341628275708394,0.0,0,0,0,0,0,0,0,0,0,0,C6,0.38,10,0.0,1.6,31.0
303,324,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-87.81894068212725,0.0,87.81894068212725,0.0,0,0,0,0,0,0,0,0,0,0,C7,0.02,768,1.015,0.0,0.0
304,309,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-71.5563506868494,0.0,71.5563506868494,0.0,0,0,0,0,0,0,0,0,0,0,C8,0.36,10,0.0,1.4,27.0
305,310,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-81.12682014479557,0.0,81.12682014479557,0.0,0,0,0,0,0,0,0,0,0,0,C9,0.34,10,0.0,1.2,23.0
306,310,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-55.8395167619232,0.0,55.8395167619232,0.0,0,0,0,0,0,0,0,0,0,0,C10,0.33,35,0.0,0.0,16.0
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-102.99999999999953,0.0,102.99999999999953,0.0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0.0,0.8,16.0
308,309,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-110.27914929665288,0.0,110.27914929665288,0.0,0,0,0,0,0,0,0,0,0,0,C12-1,0.44,10,0.0,2.3,43.0
308,310,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-95.72085070334677,0.0,95.72085070334677,0.0,0,0,0,0,0,0,0,0,0,0,C13-2,0.44,10,0.0,2.3,43.0
309,311,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-32.40657892308609,0.0,32.40657892308609,0.0,0,0,0,0,0,0,0,0,0,0,C14,0.02,768,1.03,0.0,0.0
309,312,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-143.0872927847075,0.0,143.0872927847075,0.0,0,0,0,0,0,0,0,0,0,0,C15,0.02,768,1.03,0.0,0.0
310,311,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-61.00323687422309,0.0,61.00323687422309,0.0,0,0,0,0,0,0,0,0,0,0,C16,0.02,768,1.015,0.0,0.0
310,312,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-171.68395073584452,0.0,171.68395073584452,0.0,0,0,0,0,0,0,0,0,0,0,C17,0.02,768,1.015,0.0,0.0
311,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-177.08740791207293,0.0,177.08740791207293,0.0,0,0,0,0,0,0,0,0,0,0,C18,0.4,11,0.0,0.8,33.0
311,314,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,83.67759211476513,0.0,-83.67759211476513,0.0,0,0,0,0,0,0,0,0,0,0,C19,0.39,11,0.0,0.7,29.0
312,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,16.60384134576457,0.0,-16.60384134576457,0.0,0,0,0,0,0,0,0,0,0,0,C20,0.4,11,0.0,0.8,33.0
312,323,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-331.3750848663159,0.0,331.3750848663159,0.0,0,0,0,0,0,0,0,0,0,0,C21,0.52,11,0.0,1.6,67.0
313,323,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-378.6249151336706,0.0,378.6249151336706,0.0,0,0,0,0,0,0,0,0,0,0,C22,0.49,11,0.0,1.5,60.0
314,316,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-304.32240788523524,0.0,304.32240788523524,0.0,0,0,0,0,0,0,0,0,0,0,C23,0.38,11,0.0,0.7,27.0
315,316,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-262.62859578643327,0.0,262.62859578643327,0.0,0,0,0,0,0,0,0,0,0,0,C24,0.33,11,0.0,0.3,12.0
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-151.09517244784755,0.0,151.09517244784755,0.0,0,0,0,0,0,0,0,0,0,0,C25-1,0.41,11,0.0,0.8,34.0
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-151.09517244784755,0.0,151.09517244784755,0.0,0,0,0,0,0,0,0,0,0,0,C25-2,0.41,11,0.0,0.8,34.0
315,324,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,87.81894068212725,0.0,-87.81894068212725,0.0,0,0,0,0,0,0,0,0,0,0,C26,0.41,11,0.0,0.9,36.0
316,317,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-111.95100367166413,0.0,111.95100367166413,0.0,0,0,0,0,0,0,0,0,0,0,C27,0.35,11,0.0,0.4,18.0
316,319,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-500.00000000000284,0.0,500.00000000000284,0.0,0,0,0,0,0,0,0,0,0,0,C28,0.34,11,0.0,0.4,16.0
317,318,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-81.5218058328658,0.0,81.5218058328658,0.0,0,0,0,0,0,0,0,0,0,0,C29,0.32,11,0.0,0.2,10.0
317,322,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-30.429197838797055,0.0,30.429197838797055,0.0,0,0,0,0,0,0,0,0,0,0,C30,0.54,11,0.0,1.8,73.0
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,42.80977136723937,0.0,-42.80977136723937,0.0,0,0,0,0,0,0,0,0,0,0,C31-1,0.35,11,0.0,0.4,18.0
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,42.80977136723937,0.0,-42.80977136723937,0.0,0,0,0,0,0,0,0,0,0,0,C31-2,0.35,11,0.0,0.4,18.0
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-250.0000000000008,0.0,250.0000000000008,0.0,0,0,0,0,0,0,0,0,0,0,C32-1,0.38,11,0.0,0.7,27.5
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-250.0000000000008,0.0,250.0000000000008,0.0,0,0,0,0,0,0,0,0,0,0,C32-2,0.38,11,0.0,0.7,27.5
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-250.00000000000026,0.0,250.00000000000026,0.0,0,0,0,0,0,0,0,0,0,0,C33-1,0.34,11,0.0,0.4,15.0
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-250.00000000000026,0.0,250.00000000000026,0.0,0,0,0,0,0,0,0,0,0,0,C33-2,0.34,11,0.0,0.4,15.0
321,322,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-46.57080216120285,0.0,46.57080216120285,0.0,0,0,0,0,0,0,0,0,0,0,C34,0.45,11,0.0,1.2,47.0
325,121,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-499.99999999998926,0.0,499.99999999998926,0.0,0,0,0,0,0,0,0,0,0,0,CA-1,0.52,11,0.0,1.6,67.0
318,223,0.013,0.104,0.218,500,600,625,0,0,1,-360,360,-499.99999999998266,0.0,499.99999999998266,0.0,0,0,0,0,0,0,0,0,0,0,CB-1,0.53,11,0.0,1.8,72.0
323,325,0.0,0.009,0.0,722,893,893,0,0,1,-360,360,-499.99999999998687,0.0,499.99999999998687,0.0,0,0,0,0,0,0,0,0,0,0,C35,0.02,768,1.0,0.0,0.0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-86.49999999999991,0.0,86.49999999999991,0.0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0.0,0.8,16.0
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-102.99999999999953,0.0,102.99999999999953,0.0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0.0,0.8,16.0
