bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,rampAGC,ramp10,ramp30,rampQ,npf,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
155,0,0,164.8,-82.4,1.09091,233.1,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,205.999999675725,43.1976516239554,164.8,-82.4,1.00589001311955,233.1,1,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,160,-80,1.09091,225.4,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,199.999999877382,103.998781111365,160,-80,1.10994020844115,225.4,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,199.999999877457,90.187377967202,160,-80,1.10999999831741,225.4,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,199.999999877457,90.187377967202,160,-80,1.10999999831741,225.4,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,169.999999980923,70.1279656976328,136,-68,1.10999999675312,219.5,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,178.999999981102,-10.8542257999769,143.2,-71.6,1.03617482922436,210.1,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,178.999999981102,-10.8542257999769,143.2,-71.6,1.03617482922436,210.1,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,178.999999981102,-10.8542257999769,143.2,-71.6,1.03617482922436,210.1,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,178.999999981101,29.1109732939164,143.2,-71.6,1.03620269758709,210.1,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,34.9999999807365,5.31244259978507,28,-14,1.110589392868,58.5,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,-0,1.09209,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,-0,1.09209,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,9.99999998073654,5.31244259978507,8,-4,1.110589392868,30.5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1.54999998022754,2.66976994519232e-05,1.24,-0.62,1.0945380418709,2.3,1,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1.54999998000984,0.999978006601207,1.24,-0.62,1.09543097456483,2.3,1,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,6.99999998114489,5.99999815940538,5.6,-2.8,1.08496411040165,9.8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,369.999999916976,57.8654749773097,296,-148,1.07978383044134,415.9,1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,-0,1.08081,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,-0,1.08081,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,10.9999999796609,6.99999522911228,8.8,-4.4,1.11019134182728,30.8,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,-0,1.08081,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,-0,1.08081,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,-0,1.08081,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,-0,1.08081,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,14.9999999797387,14.9999922292951,12,-6,1.11270940739633,36.7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,-0,1.08142,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,14.9999999799722,14.9999967505373,12,-6,1.09818534897652,36.7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,-0,1.0633,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,29.9999999795704,19.9999947467024,24,-12,1.11638648733784,53.9,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,-0,1.08629,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,-0,1.07946,107.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2.49999997960191,2.99999522570421,2,-1,1.11486026329588,4.1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,43.2499999805537,11.999986426431,34.6,-17.3,1.11251037493809,47.8,1,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,43.2499999807965,11.999996627647,34.6,-17.3,1.09379586887691,47.8,1,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,43.2499999804065,10.5606585700346,34.6,-17.3,1.11928324943662,47.8,1,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,43.2499999806442,11.9999964291414,34.6,-17.3,1.11263739719502,47.8,1,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,82.9026329419493,39.1388776353171,168,-84,1.09964023046582,251.3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,20,-10,1.09091,26.9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,16.9999950580683,7.64510116381223,13.6,-6.8,1.09902790884744,19.7,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,1.49999997958484,1.999994468337,1.2,-0.6,1.08127698888297,3.6,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,5.20999998002232,1.99999718485311,4.168,-2.084,1.09822819744326,6.1,1,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,-0,1.07378,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,1.39999997957945,0.699995625265105,1.12,-0.56,1.0740364086068,1.7,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,39.9999999807463,13.9999985614089,32,-16,1.0874115498137,53.9,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,-0,1.06099,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,-0,1.06099,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,-0,1.06099,105.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,-0,1.06099,105.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,24.9999999807646,17.4999983686131,20,-10,1.08579303572031,36.5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,24.9999999807646,17.4999983686131,20,-10,1.08579303572031,35.6,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0,0,0,-0,1.05485,126.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0,0,0,-0,1.05485,106.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,1.39999998094672,0.699998759811068,1.12,-0.56,1.07944762355488,1.7,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,29.9999999808449,4.99999861537608,24,-12,1.08443302066083,34.4,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,-0,1.05731,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,-0,1.05731,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,-0,1.05731,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,-0,1.05731,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,29.9999999807895,4.9999985949998,24,-12,1.08374929857827,34.4,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,0,-0,1.05563,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,0,-0,1.05563,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,0,-0,1.05563,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,0.999999979801886,3.99998446214727,0.8,-0.4,1.10534489102979,8.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,77.9999999797128,9.0360111997205e-06,62.4,-31.2,1.08481614761221,97.7,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,29.9999999797128,9.0360111997205e-06,24,-12,1.08481614761221,46.8,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,224.999965960015,73.6234906189062,180,-90,1.11764681634349,267.7,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0,0,180,-90,1.09081,267.7,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,149.999999979637,7.51400251372129e-06,120,-60,1.10357072971298,182.5,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,49.9999999796365,7.51400251372129e-06,40,-20,1.10357072971298,77.5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,2.42999997978565,1.22601309397814e-05,1.944,-0.972,1.09714346519889,3.1,1,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,1.46999998012642,5.90428903227934e-06,1.176,-0.588,1.06675586646171,10.1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,40.4926730811564,-15.9999972891307,180,-90,1.07722284395552,259.9,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,85.9999999798453,2.85873214575045e-06,68.8,-34.4,1.07959947628977,105.4,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0.999999980145515,0.6240918952637,0.8,-0.4,1.05700406164807,8.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,68.0999999798747,1.8829896265825,54.48,-27.24,1.06658337901739,71.9,1,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,54.48,-27.24,1.06122,71.9,0,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,24.8,-12.4,1.06122,32.9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,24.8,-12.4,1.06122,32.6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,100,-50,1.08198,125.4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,4.61868104836811e-07,8.22859498788407e-06,100,-50,1.07246040110403,125.4,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,14.9999999799629,6.21495184345729e-06,12,-6,1.06880662932665,33,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,14.9999999799629,6.21495184345729e-06,12,-6,1.06880662932665,33,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,-0,1.07142,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,-0,1.07142,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,34.9999999795549,13.1242009241846,28,-14,1.09122359699604,87.7,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,-0,1.07146,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,49.9999999797236,20.8630482292868,40,-20,1.08361444369294,71.1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,-0,1.07146,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,0,0,0,-0,1.07686,162.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,99.9999999795862,33.6012948971667,80,-40,1.09810165031275,162.2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,-0,1.08643,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,385.999999827986,19.9890624112655,308.8,-154.4,1.10309890614373,454.5,1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,369.999999829174,53.2147627599318,296,-148,1.10144488921231,434.1,1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,5.99999997953205,1.4469898707547,4.8,-2.4,1.10314143632723,7.1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,3.99999997953177,0.446989866566738,3.2,-1.6,1.10316220860972,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,3.99999997953205,0.446989867334676,3.2,-1.6,1.10314143632723,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,0,0,0,-0,1.08426,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,-0,1.08332,174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,14.9999999794851,4.79998777546425,12,-6,1.09815105465924,20.6,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,-0,1.07931,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,-0,1.07931,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,-0,1.07594,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,-0,1.07594,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,11.9999999801245,17.9999970963799,9.6,-4.8,1.07660575941657,30,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,0,0,0,-0,1.05941,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,0,0,-0,1.05936,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,-0,1.08345,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,-0,1.07469,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,49.999999979652,37.4999701654278,40,-20,1.09510907645785,62.5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,-0,1.08094,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,16.9999999799676,5.25098836405155,13.6,-6.8,1.07744465495789,30.5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,0,0,0,-0,1.06515,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,16.9999999799649,5.25098814160065,13.6,-6.8,1.0775470350971,30.5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,0,0,0,-0,1.06525,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,15.9999999798399,5.24997612223429,12.8,-6.4,1.08020105765354,30.5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,0,0,0,-0,1.06879,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,69.9999999795856,38.2090052301367,56,-28,1.09059775720496,87.5,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,-0,1.07255,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,-0,1.07255,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,49.9999999796262,0,40,-20,1.08672111859641,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,9.99999997952796,1.99997919158335,8,-4,1.08951580259019,16.7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,0,0,0,-0,1.07803,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,-0,1.06772,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,-0,1.06772,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,-0,1.06772,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,0,0,0,-0,1.0632,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,0,0,0,-0,1.0632,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,0,0,-0,1.06402,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,229.999999737034,75.7830833675381,184,-92,1.11763209180012,260.8,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,180,-90,1.0806,256.4,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,19.9999999798384,3.78625936014438,16,-8,1.08643392371759,22.6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,0,0,0,-0,1.08041,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,24.9999999798384,4.99149847023735,20,-10,1.08641815882483,32.4,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,0,0,88,-44,1.08618,142.1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
