f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT,UID,Perm OutRate,Duration,Tr Ratio,Tran OutRate,Length
115,121,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,68.50254048415702,0,-68.50254048415702,0,0,0,0,0,0,0,0,0,0,0,A25-2,0.41,11,0,0.8,34
115,124,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,-85.217739471281,0,85.217739471281,0,0,0,0,0,0,0,0,0,0,0,A26,0.41,11,0,0.9,36
116,117,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,185.59830555397235,0,-185.59830555397235,0,0,0,0,0,0,0,0,0,0,0,A27,0.35,11,0,0.4,18
116,119,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-329.507908484863,0,329.507908484863,0,0,0,0,0,0,0,0,0,0,0,A28,0.34,11,0,0.4,16
117,118,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,174.75175442813463,0,-174.75175442813463,0,0,0,0,0,0,0,0,0,0,0,A29,0.32,11,0,0.2,10
117,122,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,10.846551125838,0,-10.846551125838,0,0,0,0,0,0,0,0,0,0,0,A30,0.54,11,0,1.8,73
118,121,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-21.925816047073603,0,21.925816047073603,0,0,0,0,0,0,0,0,0,0,0,A31-1,0.35,11,0,0.4,18
118,121,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-21.925816047073603,0,21.925816047073603,0,0,0,0,0,0,0,0,0,0,0,A31-2,0.35,11,0,0.4,18
119,120,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-164.7539542424315,0,164.7539542424315,0,0,0,0,0,0,0,0,0,0,0,A32-1,0.38,11,0,0.7,27.5
119,120,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-164.7539542424315,0,164.7539542424315,0,0,0,0,0,0,0,0,0,0,0,A32-2,0.38,11,0,0.7,27.5
120,123,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-164.7539542424315,0,164.7539542424315,0,0,0,0,0,0,0,0,0,0,0,A33-1,0.34,11,0,0.4,15
120,123,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-164.7539542424315,0,164.7539542424315,0,0,0,0,0,0,0,0,0,0,0,A33-2,0.34,11,0,0.4,15
121,122,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-10.846551125837957,0,10.846551125837957,0,0,0,0,0,0,0,0,0,0,0,A34,0.45,11,0,1.2,47
123,217,0.01,0.074,0.155,500,600,625,0,0,1,-360,360,230.0705932654558,0,-230.0705932654558,0,0,0,0,0,0,0,0,0,0,0,AB3,0.46,11,0,1.3,51
201,202,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,22.112146603666037,0,-22.112146603666037,0,0,0,0,0,0,0,0,0,0,0,B1,0.24,16,0,0,3
201,203,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-143.1689339491446,0,143.1689339491446,0,0,0,0,0,0,0,0,0,0,0,B2,0.51,10,0,2.9,55
201,205,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-48.943212654521034,0,48.943212654521034,0,0,0,0,0,0,0,0,0,0,0,B3,0.33,10,0,1.2,22
202,204,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-61.19715836991655,0,61.19715836991655,0,0,0,0,0,0,0,0,0,0,0,B4,0.39,10,0,1.7,33
202,206,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-34.69069502641698,0,34.69069502641698,0,0,0,0,0,0,0,0,0,0,0,B5,0.48,10,0,2.6,50
203,209,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,137.66110531319416,0,-137.66110531319416,0,0,0,0,0,0,0,0,0,0,0,B6,0.38,10,0,1.6,31
203,224,0.002,0.084,0,400,510,600,0,0,1,-360,360,-105.83003926233829,0,105.83003926233829,0,0,0,0,0,0,0,0,0,0,0,B7,0.02,768,1.015,0,0
204,209,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-61.19715836991661,0,61.19715836991661,0,0,0,0,0,0,0,0,0,0,0,B8,0.36,10,0,1.4,27
205,210,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-48.943212654521304,0,48.943212654521304,0,0,0,0,0,0,0,0,0,0,0,B9,0.34,10,0,1.2,23
206,210,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-34.690695026416805,0,34.690695026416805,0,0,0,0,0,0,0,0,0,0,0,B10,0.33,35,0,0,16
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-23.99999999999998,0,23.99999999999998,0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0,0.8,16
208,209,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-40.24181133868851,0,40.24181133868851,0,0,0,0,0,0,0,0,0,0,0,B12-1,0.44,10,0,2.3,43
208,210,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-7.758188661311285,0,7.758188661311285,0,0,0,0,0,0,0,0,0,0,0,B13-2,0.44,10,0,2.3,43
209,211,0.002,0.084,0,400,510,600,0,0,1,-360,360,9.342203591225902,0,-9.342203591225902,0,0,0,0,0,0,0,0,0,0,0,B14,0.02,768,1.03,0,0
209,212,0.002,0.084,0,400,510,600,0,0,1,-360,360,26.879932013363,0,-26.879932013363,0,0,0,0,0,0,0,0,0,0,0,B15,0.02,768,1.03,0,0
210,211,0.002,0.084,0,400,510,600,0,0,1,-360,360,-54.46491238219363,0,54.46491238219363,0,0,0,0,0,0,0,0,0,0,0,B16,0.02,768,1.015,0,0
210,212,0.002,0.084,0,400,510,600,0,0,1,-360,360,-36.92718396005653,0,36.92718396005653,0,0,0,0,0,0,0,0,0,0,0,B17,0.02,768,1.015,0,0
211,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,96.93607739177853,0,-96.93607739177853,0,0,0,0,0,0,0,0,0,0,0,B18,0.4,11,0,0.8,33
211,214,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,-142.05878618274633,0,142.05878618274633,0,0,0,0,0,0,0,0,0,0,0,B19,0.39,11,0,0.7,29
212,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,66.2450526530386,0,-66.2450526530386,0,0,0,0,0,0,0,0,0,0,0,B20,0.4,11,0,0.8,33
212,223,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-76.29230459973205,0,76.29230459973205,0,0,0,0,0,0,0,0,0,0,0,B21,0.52,11,0,1.6,67
213,223,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-121.6105295806881,0,121.6105295806881,0,0,0,0,0,0,0,0,0,0,0,B22,0.49,11,0,1.5,60
214,216,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-336.0587861827464,0,336.0587861827464,0,0,0,0,0,0,0,0,0,0,0,B23,0.38,11,0,0.7,27
215,216,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,339.13909230315926,0,-339.13909230315926,0,0,0,0,0,0,0,0,0,0,0,B24,0.33,11,0,0.3,12
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-159.62403260272256,0,159.62403260272256,0,0,0,0,0,0,0,0,0,0,0,B25-1,0.41,11,0,0.8,34
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-159.62403260272256,0,159.62403260272256,0,0,0,0,0,0,0,0,0,0,0,B25-2,0.41,11,0,0.8,34
215,224,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,105.83003926233839,0,-105.83003926233839,0,0,0,0,0,0,0,0,0,0,0,B26,0.41,11,0,0.9,36
216,217,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-402.82252806001094,0,402.82252806001094,0,0,0,0,0,0,0,0,0,0,0,B27,0.35,11,0,0.4,18
216,219,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,367.90283418042344,0,-367.90283418042344,0,0,0,0,0,0,0,0,0,0,0,B28,0.34,11,0,0.4,16
217,218,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-36.835423597290024,0,36.835423597290024,0,0,0,0,0,0,0,0,0,0,0,B29,0.32,11,0,0.2,10
217,222,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-135.91651119726492,0,135.91651119726492,0,0,0,0,0,0,0,0,0,0,0,B30,0.54,11,0,1.8,73
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-99.91771179864499,0,99.91771179864499,0,0,0,0,0,0,0,0,0,0,0,B31-1,0.35,11,0,0.4,18
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-99.91771179864499,0,99.91771179864499,0,0,0,0,0,0,0,0,0,0,0,B31-2,0.35,11,0,0.4,18
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,183.95141709021192,0,-183.95141709021192,0,0,0,0,0,0,0,0,0,0,0,B32-1,0.38,11,0,0.7,27.5
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,183.95141709021192,0,-183.95141709021192,0,0,0,0,0,0,0,0,0,0,0,B32-2,0.38,11,0,0.7,27.5
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,183.95141709021252,0,-183.95141709021252,0,0,0,0,0,0,0,0,0,0,0,B33-1,0.34,11,0,0.4,15
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,183.95141709021252,0,-183.95141709021252,0,0,0,0,0,0,0,0,0,0,0,B33-2,0.34,11,0,0.4,15
221,222,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-164.0834888027351,0,164.0834888027351,0,0,0,0,0,0,0,0,0,0,0,B34,0.45,11,0,1.2,47
301,302,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,6.309366328711391,0,-6.309366328711391,0,0,0,0,0,0,0,0,0,0,0,C1,0.24,16,0,0,3
301,303,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-80.86425215913546,0,80.86425215913546,0,0,0,0,0,0,0,0,0,0,0,C2,0.51,10,0,2.9,55
301,305,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-81.4451141695756,0,81.4451141695756,0,0,0,0,0,0,0,0,0,0,0,C3,0.33,10,0,1.2,22
302,304,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-71.64978039089728,0,71.64978039089728,0,0,0,0,0,0,0,0,0,0,0,C4,0.39,10,0,1.7,33
302,306,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-56.04085328038977,0,56.04085328038977,0,0,0,0,0,0,0,0,0,0,0,C5,0.48,10,0,2.6,50
303,309,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,5.038563562035667,0,-5.038563562035667,0,0,0,0,0,0,0,0,0,0,0,C6,0.38,10,0,1.6,31
303,324,0.002,0.084,0,400,510,600,0,0,1,-360,360,-85.90281572117142,0,85.90281572117142,0,0,0,0,0,0,0,0,0,0,0,C7,0.02,768,1.015,0,0
304,309,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-71.64978039089753,0,71.64978039089753,0,0,0,0,0,0,0,0,0,0,0,C8,0.36,10,0,1.4,27
305,310,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-81.44511416957602,0,81.44511416957602,0,0,0,0,0,0,0,0,0,0,0,C9,0.34,10,0,1.2,23
306,310,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-56.04085328038916,0,56.04085328038916,0,0,0,0,0,0,0,0,0,0,0,C10,0.33,35,0,0,16
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-102.99999999999953,0,102.99999999999953,0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0,0.8,16
308,309,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-110.19019209199583,0,110.19019209199583,0,0,0,0,0,0,0,0,0,0,0,C12-1,0.44,10,0,2.3,43
308,310,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-95.80980790800356,0,95.80980790800356,0,0,0,0,0,0,0,0,0,0,0,C13-2,0.44,10,0,2.3,43
309,311,0.002,0.084,0,400,510,600,0,0,1,-360,360,-33.05948929101547,0,33.05948929101547,0,0,0,0,0,0,0,0,0,0,0,C14,0.02,768,1.03,0,0
309,312,0.002,0.084,0,400,510,600,0,0,1,-360,360,-143.74191962984278,0,143.74191962984278,0,0,0,0,0,0,0,0,0,0,0,C15,0.02,768,1.03,0,0
310,311,0.002,0.084,0,400,510,600,0,0,1,-360,360,-61.30667250957169,0,61.30667250957169,0,0,0,0,0,0,0,0,0,0,0,C16,0.02,768,1.015,0,0
310,312,0.002,0.084,0,400,510,600,0,0,1,-360,360,-171.989102848399,0,171.989102848399,0,0,0,0,0,0,0,0,0,0,0,C17,0.02,768,1.015,0,0
311,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-177.8516157481022,0,177.8516157481022,0,0,0,0,0,0,0,0,0,0,0,C18,0.4,11,0,0.8,33
311,314,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,83.48545394751667,0,-83.48545394751667,0,0,0,0,0,0,0,0,0,0,0,C19,0.39,11,0,0.7,29
312,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,15.842637344845588,0,-15.842637344845588,0,0,0,0,0,0,0,0,0,0,0,C20,0.4,11,0,0.8,33
312,323,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-331.5736598230863,0,331.5736598230863,0,0,0,0,0,0,0,0,0,0,0,C21,0.52,11,0,1.6,67
313,323,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-378.42634017691915,0,378.42634017691915,0,0,0,0,0,0,0,0,0,0,0,C22,0.49,11,0,1.5,60
314,316,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-304.5145460524846,0,304.5145460524846,0,0,0,0,0,0,0,0,0,0,0,C23,0.38,11,0,0.7,27
315,316,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-291.4467205755663,0,291.4467205755663,0,0,0,0,0,0,0,0,0,0,0,C24,0.33,11,0,0.3,12
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-168.72804757280198,0,168.72804757280198,0,0,0,0,0,0,0,0,0,0,0,C25-1,0.41,11,0,0.8,34
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-168.72804757280198,0,168.72804757280198,0,0,0,0,0,0,0,0,0,0,0,C25-2,0.41,11,0,0.8,34
315,324,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,85.90281572117146,0,-85.90281572117146,0,0,0,0,0,0,0,0,0,0,0,C26,0.41,11,0,0.9,36
316,317,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-133.96126662805037,0,133.96126662805037,0,0,0,0,0,0,0,0,0,0,0,C27,0.35,11,0,0.4,18
316,319,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-500.00000000000097,0,500.00000000000097,0,0,0,0,0,0,0,0,0,0,0,C28,0.34,11,0,0.4,16
317,318,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-117.64862414854986,0,117.64862414854986,0,0,0,0,0,0,0,0,0,0,0,C29,0.32,11,0,0.2,10
317,322,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-16.31264247949904,0,16.31264247949904,0,0,0,0,0,0,0,0,0,0,0,C30,0.54,11,0,1.8,73
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,69.88436881255141,0,-69.88436881255141,0,0,0,0,0,0,0,0,0,0,0,C31-1,0.35,11,0,0.4,18
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,69.88436881255141,0,-69.88436881255141,0,0,0,0,0,0,0,0,0,0,0,C31-2,0.35,11,0,0.4,18
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-249.99999999999966,0,249.99999999999966,0,0,0,0,0,0,0,0,0,0,0,C32-1,0.38,11,0,0.7,27.5
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-249.99999999999966,0,249.99999999999966,0,0,0,0,0,0,0,0,0,0,0,C32-2,0.38,11,0,0.7,27.5
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-249.99999999999875,0,249.99999999999875,0,0,0,0,0,0,0,0,0,0,0,C33-1,0.34,11,0,0.4,15
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-249.99999999999875,0,249.99999999999875,0,0,0,0,0,0,0,0,0,0,0,C33-2,0.34,11,0,0.4,15
321,322,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-27.687357520500555,0,27.687357520500555,0,0,0,0,0,0,0,0,0,0,0,C34,0.45,11,0,1.2,47
325,121,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-500.0000000000058,0,500.0000000000058,0,0,0,0,0,0,0,0,0,0,0,CA-1,0.52,11,0,1.6,67
318,223,0.013,0.104,0.218,500,600,625,0,0,1,-360,360,-500.000000000005,0,500.000000000005,0,0,0,0,0,0,0,0,0,0,0,CB-1,0.53,11,0,1.8,72
323,325,0,0.009,0,722,893,893,0,0,1,-360,360,-500.00000000000415,0,500.00000000000415,0,0,0,0,0,0,0,0,0,0,0,C35,0.02,768,1,0,0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-23.99999999999998,0,23.99999999999998,0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0,0.8,16
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-102.99999999999953,0,102.99999999999953,0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0,0.8,16
