time,load_shed,perc_load_served,lines_out,gens_off
9900,-1674216321134736e-28,1,1,268
9960,-1674216321134736e-28,1,1,268
10020,-1674216321134736e-28,1,1,268
10080,-1674216321134736e-28,1,1,268
10140,-1674216321134736e-28,1,1,268
10200,-1674216321134736e-28,1,1,268
10260,-1674216321134736e-28,1,1,268
10320,-1674216321134736e-28,1,1,268
10380,-1674216321134736e-28,1,1,268
10440,-1674216321134736e-28,1,1,268
10500,-1674216321134736e-28,1,1,268
10560,-1674216321134736e-28,1,1,268
10620,-1674216321134736e-28,1,1,268
10680,-1674216321134736e-28,1,1,268
10740,-1674216321134736e-28,1,1,268
10800,-1674216321134736e-28,1,1,268
10860,-1674216321134736e-28,1,1,268
10920,-1674216321134736e-28,1,1,268
10980,-1674216321134736e-28,1,1,268
11040,-1674216321134736e-28,1,1,268
11100,-1674216321134736e-28,1,1,268
11160,-1674216321134736e-28,1,1,268
11220,-1674216321134736e-28,1,1,268
11280,-1674216321134736e-28,1,1,268
11340,-1674216321134736e-28,1,1,268
11400,-1674216321134736e-28,1,1,268
11460,-1674216321134736e-28,1,1,268
11520,-1674216321134736e-28,1,1,268
11580,-1674216321134736e-28,1,1,268
11640,-1674216321134736e-28,1,1,268
11700,-1674216321134736e-28,1,1,268
11760,-1674216321134736e-28,1,1,268
11820,-1674216321134736e-28,1,1,268
11880,-1674216321134736e-28,1,1,268
11940,-1674216321134736e-28,1,1,268
12000,-1674216321134736e-28,1,1,268
12060,-1674216321134736e-28,1,1,268
12120,-1674216321134736e-28,1,1,268
12180,-1674216321134736e-28,1,1,268
12240,-1674216321134736e-28,1,1,268
12300,-1674216321134736e-28,1,1,268
12360,-1674216321134736e-28,1,1,268
12420,-1674216321134736e-28,1,1,268
12480,-1674216321134736e-28,1,1,268
12540,-1674216321134736e-28,1,1,268
12600,-1674216321134736e-28,1,1,268
12660,-1674216321134736e-28,1,1,268
12720,-1674216321134736e-28,1,1,268
12780,-1674216321134736e-28,1,1,268
12840,-1674216321134736e-28,1,1,268
12900,-1674216321134736e-28,1,1,268
12960,-1674216321134736e-28,1,1,268
13020,-1674216321134736e-28,1,1,268
13080,-1674216321134736e-28,1,1,268
13140,-1674216321134736e-28,1,1,268
13200,-1674216321134736e-28,1,1,268
13260,-1674216321134736e-28,1,1,268
13320,-1674216321134736e-28,1,1,268
13380,-1674216321134736e-28,1,1,268
13440,-1674216321134736e-28,1,1,268
13500,-1674216321134736e-28,1,1,268
13560,-1674216321134736e-28,1,1,268
13620,-1674216321134736e-28,1,1,268
13680,-1674216321134736e-28,1,1,268
13740,-1674216321134736e-28,1,1,268
13800,-1674216321134736e-28,1,1,268
13860,-1674216321134736e-28,1,1,268
13920,-1674216321134736e-28,1,1,268
13980,-1674216321134736e-28,1,1,268
14040,-1674216321134736e-28,1,1,268
14100,-1674216321134736e-28,1,1,268
14160,-1674216321134736e-28,1,1,268
14220,-1674216321134736e-28,1,1,268
14280,-1674216321134736e-28,1,1,268
14340,-1674216321134736e-28,1,1,268
14400,-1674216321134736e-28,1,1,268
14460,-1674216321134736e-28,1,1,268
14520,-1674216321134736e-28,1,1,268
14580,-1674216321134736e-28,1,1,268
14640,-1674216321134736e-28,1,1,268
14700,-1674216321134736e-28,1,1,268
14760,-1674216321134736e-28,1,1,268
14820,-1674216321134736e-28,1,1,268
14880,-1674216321134736e-28,1,1,268
14940,-1674216321134736e-28,1,1,268
15000,-1674216321134736e-28,1,1,268
15060,-1674216321134736e-28,1,1,268
15120,-1674216321134736e-28,1,1,268
15180,-1674216321134736e-28,1,1,268
15240,-1674216321134736e-28,1,1,268
15300,-1674216321134736e-28,1,1,268
15360,-1674216321134736e-28,1,1,268
15420,-1674216321134736e-28,1,1,268
15480,-1674216321134736e-28,1,1,268
15540,-1674216321134736e-28,1,1,268
15600,-1674216321134736e-28,1,1,268
15660,-1674216321134736e-28,1,1,268
15720,-1674216321134736e-28,1,1,268
15780,-1674216321134736e-28,1,1,268
15840,-1674216321134736e-28,1,1,268
15900,-1674216321134736e-28,1,1,268
15960,-1674216321134736e-28,1,1,268
16020,-1674216321134736e-28,1,1,268
16080,-1674216321134736e-28,1,1,268
16140,-1674216321134736e-28,1,1,268
16200,-1674216321134736e-28,1,1,268
16260,-1674216321134736e-28,1,1,268
16320,-1674216321134736e-28,1,1,268
16380,-1674216321134736e-28,1,1,268
16440,-1674216321134736e-28,1,1,268
16500,-1674216321134736e-28,1,1,268
16560,-1674216321134736e-28,1,1,268
16620,-1674216321134736e-28,1,1,268
16680,-1674216321134736e-28,1,1,268
16740,-1674216321134736e-28,1,1,268
16800,-1674216321134736e-28,1,1,268
16860,-1674216321134736e-28,1,1,268
16920,-1674216321134736e-28,1,1,268
16980,-1674216321134736e-28,1,1,268
17040,-1674216321134736e-28,1,1,268
17100,-1674216321134736e-28,1,1,268
17160,-1674216321134736e-28,1,1,268
17220,-1674216321134736e-28,1,1,268
17280,-1674216321134736e-28,1,1,268
17340,-1674216321134736e-28,1,1,268
17400,-1674216321134736e-28,1,1,268
17460,-1674216321134736e-28,1,1,268
17520,-1674216321134736e-28,1,1,268
17580,-1674216321134736e-28,1,1,268
17640,-1674216321134736e-28,1,1,268
17700,-1674216321134736e-28,1,1,268
17760,-1674216321134736e-28,1,1,268
17820,-1674216321134736e-28,1,1,268
17880,-1674216321134736e-28,1,1,268
17940,-1674216321134736e-28,1,1,268
18000,-1674216321134736e-28,1,1,268
18060,-1674216321134736e-28,1,1,268
18120,-1674216321134736e-28,1,1,268
18180,-1674216321134736e-28,1,1,268
18240,-1674216321134736e-28,1,1,268
18300,-1674216321134736e-28,1,1,268
18360,-1674216321134736e-28,1,1,268
18420,-1674216321134736e-28,1,1,268
18480,-1674216321134736e-28,1,1,268
18540,-1674216321134736e-28,1,1,268
18600,-1674216321134736e-28,1,1,268
18660,-1674216321134736e-28,1,1,268
18720,-1674216321134736e-28,1,1,268
18780,-1674216321134736e-28,1,1,268
18840,-1674216321134736e-28,1,1,268
18900,-1674216321134736e-28,1,1,268
18960,-1674216321134736e-28,1,1,268
19020,-1674216321134736e-28,1,1,268
19080,-1674216321134736e-28,1,1,268
19140,-1674216321134736e-28,1,1,268
19200,-1674216321134736e-28,1,1,268
19260,-1674216321134736e-28,1,1,268
19320,-1674216321134736e-28,1,1,268
19380,-1674216321134736e-28,1,1,268
19440,-1674216321134736e-28,1,1,268
19500,-1674216321134736e-28,1,1,268
19560,-1674216321134736e-28,1,1,268
19620,-1674216321134736e-28,1,1,268
19680,-1674216321134736e-28,1,1,268
19740,-1674216321134736e-28,1,1,268
19800,-1674216321134736e-28,1,1,268
19860,-1674216321134736e-28,1,1,268
19920,-1674216321134736e-28,1,1,268
19980,-1674216321134736e-28,1,1,268
20040,-1674216321134736e-28,1,1,268
20100,-1674216321134736e-28,1,1,268
20160,-1674216321134736e-28,1,1,268
20220,-1674216321134736e-28,1,1,268
20280,-1674216321134736e-28,1,1,268
20340,-1674216321134736e-28,1,1,268
20400,-1674216321134736e-28,1,1,268
20460,-1674216321134736e-28,1,1,268
20520,-1674216321134736e-28,1,1,268
20580,-1674216321134736e-28,1,1,268
20640,-1674216321134736e-28,1,1,268
20700,-1674216321134736e-28,1,1,268
20760,-1674216321134736e-28,1,1,268
20820,-1674216321134736e-28,1,1,268
20880,-1674216321134736e-28,1,1,268
20940,-1674216321134736e-28,1,1,268
21000,-1674216321134736e-28,1,1,268
21060,-1674216321134736e-28,1,1,268
21120,-1674216321134736e-28,1,1,268
21180,-1674216321134736e-28,1,1,268
21240,-1674216321134736e-28,1,1,268
21300,-1674216321134736e-28,1,1,268
21360,-1674216321134736e-28,1,1,268
21420,-1674216321134736e-28,1,1,268
21480,-1674216321134736e-28,1,1,268
21540,-1674216321134736e-28,1,1,268
21600,-1674216321134736e-28,1,1,268
21660,-1674216321134736e-28,1,1,268
21720,-1674216321134736e-28,1,1,268
21780,-1674216321134736e-28,1,1,268
21840,-1674216321134736e-28,1,1,268
21900,-1674216321134736e-28,1,1,268
21960,-1674216321134736e-28,1,1,268
22020,-1674216321134736e-28,1,1,268
22080,-1674216321134736e-28,1,1,268
22140,-1674216321134736e-28,1,1,268
22200,-1674216321134736e-28,1,1,268
22260,-1674216321134736e-28,1,1,268
22320,-1674216321134736e-28,1,1,268
22380,-1674216321134736e-28,1,1,268
22440,-1674216321134736e-28,1,1,268
22500,-1674216321134736e-28,1,1,268
22560,-1674216321134736e-28,1,0,268
