time,load_shed,perc_load_served,lines_out,gens_off
15900,-1674216321134736e-28,1,1,419
15960,-1674216321134736e-28,1,1,419
16020,-1674216321134736e-28,1,1,419
16080,-1674216321134736e-28,1,1,419
16140,-1674216321134736e-28,1,1,419
16200,-1674216321134736e-28,1,1,419
16260,-1674216321134736e-28,1,1,419
16320,-1674216321134736e-28,1,1,419
16380,-1674216321134736e-28,1,1,419
16440,-1674216321134736e-28,1,1,419
16500,-1674216321134736e-28,1,1,419
16560,-1674216321134736e-28,1,1,419
16620,-1674216321134736e-28,1,1,419
16680,-1674216321134736e-28,1,1,419
16740,-1674216321134736e-28,1,1,419
16800,-1674216321134736e-28,1,1,419
16860,-1674216321134736e-28,1,1,419
16920,-1674216321134736e-28,1,1,419
16980,-1674216321134736e-28,1,1,419
17040,-1674216321134736e-28,1,1,419
17100,-1674216321134736e-28,1,1,419
17160,-1674216321134736e-28,1,1,419
17220,-1674216321134736e-28,1,1,419
17280,-1674216321134736e-28,1,1,419
17340,-1674216321134736e-28,1,1,419
17400,-1674216321134736e-28,1,1,419
17460,-1674216321134736e-28,1,1,419
17520,-1674216321134736e-28,1,1,419
17580,-1674216321134736e-28,1,1,419
17640,-1674216321134736e-28,1,1,419
17700,-1674216321134736e-28,1,1,419
17760,-1674216321134736e-28,1,1,419
17820,-1674216321134736e-28,1,1,419
17880,-1674216321134736e-28,1,1,419
17940,-1674216321134736e-28,1,1,419
18000,-1674216321134736e-28,1,1,419
18060,-1674216321134736e-28,1,1,419
18120,-1674216321134736e-28,1,1,419
18180,-1674216321134736e-28,1,1,419
18240,-1674216321134736e-28,1,1,419
18300,-1674216321134736e-28,1,1,419
18360,-1674216321134736e-28,1,1,419
18420,-1674216321134736e-28,1,1,419
18480,-1674216321134736e-28,1,1,419
18540,-1674216321134736e-28,1,1,419
18600,-1674216321134736e-28,1,1,419
18660,-1674216321134736e-28,1,1,419
18720,-1674216321134736e-28,1,1,419
18780,-1674216321134736e-28,1,1,419
18840,-1674216321134736e-28,1,1,419
18900,-1674216321134736e-28,1,1,419
18960,-1674216321134736e-28,1,1,419
19020,-1674216321134736e-28,1,1,419
19080,-1674216321134736e-28,1,1,419
19140,-1674216321134736e-28,1,1,419
19200,-1674216321134736e-28,1,1,419
19260,-1674216321134736e-28,1,1,419
19320,-1674216321134736e-28,1,1,419
19380,-1674216321134736e-28,1,1,419
19440,-1674216321134736e-28,1,1,419
19500,-1674216321134736e-28,1,1,419
19560,-1674216321134736e-28,1,1,419
19620,-1674216321134736e-28,1,1,419
19680,-1674216321134736e-28,1,1,419
19740,-1674216321134736e-28,1,1,419
19800,-1674216321134736e-28,1,1,419
19860,-1674216321134736e-28,1,1,419
19920,-1674216321134736e-28,1,1,419
19980,-1674216321134736e-28,1,1,419
20040,-1674216321134736e-28,1,1,419
20100,-1674216321134736e-28,1,1,419
20160,-1674216321134736e-28,1,1,419
20220,-1674216321134736e-28,1,1,419
20280,-1674216321134736e-28,1,1,419
20340,-1674216321134736e-28,1,1,419
20400,-1674216321134736e-28,1,1,419
20460,-1674216321134736e-28,1,1,419
20520,-1674216321134736e-28,1,1,419
20580,-1674216321134736e-28,1,1,419
20640,-1674216321134736e-28,1,1,419
20700,-1674216321134736e-28,1,1,419
20760,-1674216321134736e-28,1,1,419
20820,-1674216321134736e-28,1,1,419
20880,-1674216321134736e-28,1,1,419
20940,-1674216321134736e-28,1,1,419
21000,-1674216321134736e-28,1,1,419
21060,-1674216321134736e-28,1,1,419
21120,-1674216321134736e-28,1,1,419
21180,-1674216321134736e-28,1,1,419
21240,-1674216321134736e-28,1,1,419
21300,-1674216321134736e-28,1,1,419
21360,-1674216321134736e-28,1,1,419
21420,-1674216321134736e-28,1,1,419
21480,-1674216321134736e-28,1,1,419
21540,-1674216321134736e-28,1,1,419
21600,-1674216321134736e-28,1,1,419
21660,-1674216321134736e-28,1,1,419
21720,-1674216321134736e-28,1,1,419
21780,-1674216321134736e-28,1,1,419
21840,-1674216321134736e-28,1,1,419
21900,-1674216321134736e-28,1,1,419
21960,-1674216321134736e-28,1,1,419
22020,-1674216321134736e-28,1,1,419
22080,-1674216321134736e-28,1,1,419
22140,-1674216321134736e-28,1,1,419
22200,-1674216321134736e-28,1,1,419
22260,-1674216321134736e-28,1,1,419
22320,-1674216321134736e-28,1,1,419
22380,-1674216321134736e-28,1,1,419
22440,-1674216321134736e-28,1,1,419
22500,-1674216321134736e-28,1,1,419
