bus,bus_type,status,P,Q,fracS,fracY,fracE,gamma,Qmin,Qmax,Qinc,Qcon
3920,1,1,172.5018,23.677,1,0,0,0,0,0,0,0
3921,1,1,150.8902,34.821,1,0,0,0,0,0,0,0
3922,1,1,253.4454,31.919,1,0,0,0,0,0,0,0
3923,1,1,399.0618,67.021,1,0,0,0,0,0,0,0
3924,1,1,332.4879,47.165,1,0,0,0,0,0,0,0
3926,1,1,267.3529,16.668,1,0,0,0,0,0,0,0
4002,1,1,168.6841,21.998,1,0,0,0,0,0,0,0
4004,1,1,270.4505,35.297,1,0,0,0,0,0,0,0
4005,1,1,480.1144,157.418,1,0,0,0,0,0,0,0
4008,1,1,285.1446,37.198,1,0,0,0,0,0,0,0
4009,1,1,2208.7429,431.395,1,0,0,0,0,0,0,0
4010,1,1,3133.6101,0.0,1,0,0,0,0,0,0,0
4101,1,1,995.0275,129.784,1,0,0,0,0,0,0,0
4102,1,1,480.649,68.664,1,0,0,0,0,0,0,0
4103,1,1,11.6269,1.509,1,0,0,0,0,0,0,0
4104,1,1,2527.7724,329.74,1,0,0,0,0,0,0,0
4201,1,1,5762.6589,461.013,1,0,0,0,0,0,0,0
4202,1,1,4558.2389,594.626,1,0,0,0,0,0,0,0
4203,1,1,4379.6262,571.331,1,0,0,0,0,0,0,0
4204,1,1,1014.5202,132.34,1,0,0,0,0,0,0,0
5001,1,1,7574.0522,1721.375,1,0,0,0,0,0,0,0
5002,1,1,9003.9839,1174.359,1,0,0,0,0,0,0,0
5003,1,1,615.2178,80.253,1,0,0,0,0,0,0,0
6102,1,1,1053.1441,-345.277,1,0,0,0,0,0,0,0
6103,1,1,391.888,51.111,1,0,0,0,0,0,0,0
6104,1,1,1694.958,221.085,1,0,0,0,0,0,0,0
6201,1,1,205.82,26.857,1,0,0,0,0,0,0,0
6202,1,1,88.7215,13.528,1,0,0,0,0,0,0,0
6203,1,1,1112.3464,145.093,1,0,0,0,0,0,0,0
6204,1,1,1199.2957,156.461,1,0,0,0,0,0,0,0
6205,1,1,489.2825,86.344,1,0,0,0,0,0,0,0
6301,1,1,516.3779,67.362,1,0,0,0,0,0,0,0
6302,1,1,591.8185,77.219,1,0,0,0,0,0,0,0
6303,1,1,746.6019,97.404,1,0,0,0,0,0,0,0
6305,1,1,60.2324,19.752,1,0,0,0,0,0,0,0
6401,1,1,1672.3727,218.148,1,0,0,0,0,0,0,0
6402,1,1,272.5124,35.566,1,0,0,0,0,0,0,0
6403,1,1,2.1985,0.272,1,0,0,0,0,0,0,0
6404,1,1,28.98,3.775,1,0,0,0,0,0,0,0
6501,1,1,195.5463,64.128,1,0,0,0,0,0,0,0
6502,1,1,1555.5773,277.672,1,0,0,0,0,0,0,0
6503,1,1,441.1533,144.603,1,0,0,0,0,0,0,0
6504,1,1,296.9666,38.73,1,0,0,0,0,0,0,0
6505,1,1,6.7947,2.231,1,0,0,0,0,0,0,0
6507,1,1,540.775,-61.354,1,0,0,0,0,0,0,0
6508,1,1,131.8343,43.208,1,0,0,0,0,0,0,0
6509,1,1,8.5932,2.817,1,0,0,0,0,0,0,0
6510,1,1,1946.0167,-103.877,1,0,0,0,0,0,0,0
7001,1,1,7453.9144,972.35,1,0,0,0,0,0,0,0
7002,1,1,2554.8345,-138.069,1,0,0,0,0,0,0,0
8003,1,1,652.6717,85.141,1,0,0,0,0,0,0,0
8004,1,1,3787.8915,494.11,1,0,0,0,0,0,0,0
8005,1,1,1321.2379,172.37,1,0,0,0,0,0,0,0
