f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT,UID,Perm OutRate,Duration,Tr Ratio,Tran OutRate,Length
113,123,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-17.342144828593682,0,17.342144828593682,0,0,0,0,0,0,0,0,0,0,0,A22,0.49,11,0,1.5,60
113,215,0.01,0.075,0.158,500,600,625,0,0,1,-360,360,-348.20570231411904,0,348.20570231411904,0,0,0,0,0,0,0,0,0,0,0,AB2,0.47,11,0,1.3,52
114,116,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-61.85672788285085,0,61.85672788285085,0,0,0,0,0,0,0,0,0,0,0,A23,0.38,11,0,0.7,27
115,116,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-367.69012718497294,0,367.69012718497294,0,0,0,0,0,0,0,0,0,0,0,A24,0.33,11,0,0.3,12
115,121,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-71.99542559651164,0,71.99542559651164,0,0,0,0,0,0,0,0,0,0,0,A25-1,0.41,11,0,0.8,34
115,121,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-71.99542559651164,0,71.99542559651164,0,0,0,0,0,0,0,0,0,0,0,A25-2,0.41,11,0,0.8,34
115,124,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,-50.31902162200286,0,50.31902162200286,0,0,0,0,0,0,0,0,0,0,0,A26,0.41,11,0,0.9,36
116,117,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,168.17903571908553,0,-168.17903571908553,0,0,0,0,0,0,0,0,0,0,0,A27,0.35,11,0,0.4,18
116,119,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-499.99999999973295,0,499.99999999973295,0,0,0,0,0,0,0,0,0,0,0,A28,0.34,11,0,0.4,16
117,118,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,177.7148658970087,0,-177.7148658970087,0,0,0,0,0,0,0,0,0,0,0,A29,0.32,11,0,0.2,10
117,122,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-9.53583017792343,0,9.53583017792343,0,0,0,0,0,0,0,0,0,0,0,A30,0.54,11,0,1.8,73
118,121,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-159.1425670514952,0,159.1425670514952,0,0,0,0,0,0,0,0,0,0,0,A31-1,0.35,11,0,0.4,18
118,121,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-159.1425670514952,0,159.1425670514952,0,0,0,0,0,0,0,0,0,0,0,A31-2,0.35,11,0,0.4,18
119,120,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-249.99999999986642,0,249.99999999986642,0,0,0,0,0,0,0,0,0,0,0,A32-1,0.38,11,0,0.7,27.5
119,120,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-249.99999999986642,0,249.99999999986642,0,0,0,0,0,0,0,0,0,0,0,A32-2,0.38,11,0,0.7,27.5
120,123,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-249.99999999986633,0,249.99999999986633,0,0,0,0,0,0,0,0,0,0,0,A33-1,0.34,11,0,0.4,15
120,123,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-249.99999999986633,0,249.99999999986633,0,0,0,0,0,0,0,0,0,0,0,A33-2,0.34,11,0,0.4,15
121,122,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,9.53583017792344,0,-9.53583017792344,0,0,0,0,0,0,0,0,0,0,0,A34,0.45,11,0,1.2,47
123,217,0.01,0.074,0.155,500,600,625,0,0,1,-360,360,-330.1287463419726,0,330.1287463419726,0,0,0,0,0,0,0,0,0,0,0,AB3,0.46,11,0,1.3,51
201,202,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,-28.174637601935395,0,28.174637601935395,0,0,0,0,0,0,0,0,0,0,0,B1,0.24,16,0,0,3
201,203,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,14.326146266883386,0,-14.326146266883386,0,0,0,0,0,0,0,0,0,0,0,B2,0.51,10,0,2.9,55
201,205,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-110.15150866494639,0,110.15150866494639,0,0,0,0,0,0,0,0,0,0,0,B3,0.33,10,0,1.2,22
202,204,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-72.41271636632895,0,72.41271636632895,0,0,0,0,0,0,0,0,0,0,0,B4,0.39,10,0,1.7,33
202,206,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-73.76192123560712,0,73.76192123560712,0,0,0,0,0,0,0,0,0,0,0,B5,0.48,10,0,2.6,50
203,209,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,-169.2823468013569,0,169.2823468013569,0,0,0,0,0,0,0,0,0,0,0,B6,0.38,10,0,1.6,31
203,224,0.002,0.084,0,400,510,600,0,0,1,-360,360,8.608493068181682,0,-8.608493068181682,0,0,0,0,0,0,0,0,0,0,0,B7,0.02,768,1.015,0,0
204,209,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-72.41271636632892,0,72.41271636632892,0,0,0,0,0,0,0,0,0,0,0,B8,0.36,10,0,1.4,27
205,210,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-110.15150866494623,0,110.15150866494623,0,0,0,0,0,0,0,0,0,0,0,B9,0.34,10,0,1.2,23
206,210,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-73.76192123560735,0,73.76192123560735,0,0,0,0,0,0,0,0,0,0,0,B10,0.33,35,0,0,16
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-103.00000000000007,0,103.00000000000007,0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0,0.8,16
208,209,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-97.1380951757982,0,97.1380951757982,0,0,0,0,0,0,0,0,0,0,0,B12-1,0.44,10,0,2.3,43
208,210,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-108.86190482420201,0,108.86190482420201,0,0,0,0,0,0,0,0,0,0,0,B13-2,0.44,10,0,2.3,43
209,211,0.002,0.084,0,400,510,600,0,0,1,-360,360,-140.55724134313905,0,140.55724134313905,0,0,0,0,0,0,0,0,0,0,0,B14,0.02,768,1.03,0,0
209,212,0.002,0.084,0,400,510,600,0,0,1,-360,360,-198.2759170003449,0,198.2759170003449,0,0,0,0,0,0,0,0,0,0,0,B15,0.02,768,1.03,0,0
210,211,0.002,0.084,0,400,510,600,0,0,1,-360,360,-117.52832953377441,0,117.52832953377441,0,0,0,0,0,0,0,0,0,0,0,B16,0.02,768,1.015,0,0
210,212,0.002,0.084,0,400,510,600,0,0,1,-360,360,-175.24700519098025,0,175.24700519098025,0,0,0,0,0,0,0,0,0,0,0,B17,0.02,768,1.015,0,0
211,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-500.00000000007907,0,500.00000000007907,0,0,0,0,0,0,0,0,0,0,0,B18,0.4,11,0,0.8,33
211,214,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,241.91442912316538,0,-241.91442912316538,0,0,0,0,0,0,0,0,0,0,0,B19,0.39,11,0,0.7,29
212,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-398.9923175999689,0,398.9923175999689,0,0,0,0,0,0,0,0,0,0,0,B20,0.4,11,0,0.8,33
212,223,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,25.469395408643695,0,-25.469395408643695,0,0,0,0,0,0,0,0,0,0,0,B21,0.52,11,0,1.6,67
213,223,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,248.53060459122926,0,-248.53060459122926,0,0,0,0,0,0,0,0,0,0,0,B22,0.49,11,0,1.5,60
214,216,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,245.11451824203058,0,-245.11451824203058,0,0,0,0,0,0,0,0,0,0,0,B23,0.38,11,0,0.7,27
215,216,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-500.0000000003008,0,500.0000000003008,0,0,0,0,0,0,0,0,0,0,0,B24,0.33,11,0,0.3,12
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-52.2885853707522,0,52.2885853707522,0,0,0,0,0,0,0,0,0,0,0,B25-1,0.41,11,0,0.8,34
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-52.2885853707522,0,52.2885853707522,0,0,0,0,0,0,0,0,0,0,0,B25-2,0.41,11,0,0.8,34
215,224,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,-8.608493068181703,0,8.608493068181703,0,0,0,0,0,0,0,0,0,0,0,B26,0.41,11,0,0.9,36
216,217,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,333.73591708347766,0,-333.73591708347766,0,0,0,0,0,0,0,0,0,0,0,B27,0.35,11,0,0.4,18
216,219,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-500.0000000003625,0,500.0000000003625,0,0,0,0,0,0,0,0,0,0,0,B28,0.34,11,0,0.4,16
217,218,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,137.36020269140164,0,-137.36020269140164,0,0,0,0,0,0,0,0,0,0,0,B29,0.32,11,0,0.2,10
217,222,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-133.75303194989695,0,133.75303194989695,0,0,0,0,0,0,0,0,0,0,0,B30,0.54,11,0,1.8,73
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-179.31989865429946,0,179.31989865429946,0,0,0,0,0,0,0,0,0,0,0,B31-1,0.35,11,0,0.4,18
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-179.31989865429946,0,179.31989865429946,0,0,0,0,0,0,0,0,0,0,0,B31-2,0.35,11,0,0.4,18
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-250.00000000018133,0,250.00000000018133,0,0,0,0,0,0,0,0,0,0,0,B32-1,0.38,11,0,0.7,27.5
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-250.00000000018133,0,250.00000000018133,0,0,0,0,0,0,0,0,0,0,0,B32-2,0.38,11,0,0.7,27.5
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-250.00000000018244,0,250.00000000018244,0,0,0,0,0,0,0,0,0,0,0,B33-1,0.34,11,0,0.4,15
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-250.00000000018244,0,250.00000000018244,0,0,0,0,0,0,0,0,0,0,0,B33-2,0.34,11,0,0.4,15
221,222,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-166.24696805010316,0,166.24696805010316,0,0,0,0,0,0,0,0,0,0,0,B34,0.45,11,0,1.2,47
301,302,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,78.90283808369662,0,-78.90283808369662,0,0,0,0,0,0,0,0,0,0,0,C1,0.24,16,0,0,3
301,303,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-83.62196438521218,0,83.62196438521218,0,0,0,0,0,0,0,0,0,0,0,C2,0.51,10,0,2.9,55
301,305,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-22.409590625968555,0,22.409590625968555,0,0,0,0,0,0,0,0,0,0,0,C3,0.33,10,0,1.2,22
302,304,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-35.40744289865112,0,35.40744289865112,0,0,0,0,0,0,0,0,0,0,0,C4,0.39,10,0,1.7,33
302,306,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-19.689719017645643,0,19.689719017645643,0,0,0,0,0,0,0,0,0,0,0,C5,0.48,10,0,2.6,50
303,309,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,88.82146982237904,0,-88.82146982237904,0,0,0,0,0,0,0,0,0,0,0,C6,0.38,10,0,1.6,31
303,324,0.002,0.084,0,400,510,600,0,0,1,-360,360,-172.44343420759122,0,172.44343420759122,0,0,0,0,0,0,0,0,0,0,0,C7,0.02,768,1.015,0,0
304,309,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-35.407442898651205,0,35.407442898651205,0,0,0,0,0,0,0,0,0,0,0,C8,0.36,10,0,1.4,27
305,310,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-22.409590625968846,0,22.409590625968846,0,0,0,0,0,0,0,0,0,0,0,C9,0.34,10,0,1.2,23
306,310,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-19.689719017645476,0,19.689719017645476,0,0,0,0,0,0,0,0,0,0,0,C10,0.33,35,0,0,16
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-102.99999999999989,0,102.99999999999989,0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0,0.8,16
308,309,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-112.68975878219403,0,112.68975878219403,0,0,0,0,0,0,0,0,0,0,0,C12-1,0.44,10,0,2.3,43
308,310,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-93.31024121780568,0,93.31024121780568,0,0,0,0,0,0,0,0,0,0,0,C13-2,0.44,10,0,2.3,43
309,311,0.002,0.084,0,400,510,600,0,0,1,-360,360,-15.548216697077097,0,15.548216697077097,0,0,0,0,0,0,0,0,0,0,0,C14,0.02,768,1.03,0,0
309,312,0.002,0.084,0,400,510,600,0,0,1,-360,360,-43.72751516138942,0,43.72751516138942,0,0,0,0,0,0,0,0,0,0,0,C15,0.02,768,1.03,0,0
310,311,0.002,0.084,0,400,510,600,0,0,1,-360,360,-53.61512619855422,0,53.61512619855422,0,0,0,0,0,0,0,0,0,0,0,C16,0.02,768,1.015,0,0
310,312,0.002,0.084,0,400,510,600,0,0,1,-360,360,-81.79442466286655,0,81.79442466286655,0,0,0,0,0,0,0,0,0,0,0,C17,0.02,768,1.015,0,0
311,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,24.149143136477484,0,-24.149143136477484,0,0,0,0,0,0,0,0,0,0,0,C18,0.4,11,0,0.8,33
311,314,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,-93.31248603210862,0,93.31248603210862,0,0,0,0,0,0,0,0,0,0,0,C19,0.39,11,0,0.7,29
312,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,73.46291544902405,0,-73.46291544902405,0,0,0,0,0,0,0,0,0,0,0,C20,0.4,11,0,0.8,33
312,323,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-198.9848552732799,0,198.9848552732799,0,0,0,0,0,0,0,0,0,0,0,C21,0.52,11,0,1.6,67
313,323,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-262.3879414144978,0,262.3879414144978,0,0,0,0,0,0,0,0,0,0,0,C22,0.49,11,0,1.5,60
314,316,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-481.31248603210855,0,481.31248603210855,0,0,0,0,0,0,0,0,0,0,0,C23,0.38,11,0,0.7,27
315,316,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,23.49709819400417,0,-23.49709819400417,0,0,0,0,0,0,0,0,0,0,0,C24,0.33,11,0,0.3,12
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-319.97026620079765,0,319.97026620079765,0,0,0,0,0,0,0,0,0,0,0,C25-1,0.41,11,0,0.8,34
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-319.97026620079765,0,319.97026620079765,0,0,0,0,0,0,0,0,0,0,0,C25-2,0.41,11,0,0.8,34
315,324,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,172.44343420759122,0,-172.44343420759122,0,0,0,0,0,0,0,0,0,0,0,C26,0.41,11,0,0.9,36
316,317,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-499.9999999998188,0,499.9999999998188,0,0,0,0,0,0,0,0,0,0,0,C27,0.35,11,0,0.4,18
316,319,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,197.18461216171426,0,-197.18461216171426,0,0,0,0,0,0,0,0,0,0,0,C28,0.34,11,0,0.4,16
317,318,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-438.9711346059353,0,438.9711346059353,0,0,0,0,0,0,0,0,0,0,0,C29,0.32,11,0,0.2,10
317,322,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-61.02886539388363,0,61.02886539388363,0,0,0,0,0,0,0,0,0,0,0,C30,0.54,11,0,1.8,73
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,117.9846988977395,0,-117.9846988977395,0,0,0,0,0,0,0,0,0,0,0,C31-1,0.35,11,0,0.4,18
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,117.9846988977395,0,-117.9846988977395,0,0,0,0,0,0,0,0,0,0,0,C31-2,0.35,11,0,0.4,18
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,98.59230608085724,0,-98.59230608085724,0,0,0,0,0,0,0,0,0,0,0,C32-1,0.38,11,0,0.7,27.5
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,98.59230608085724,0,-98.59230608085724,0,0,0,0,0,0,0,0,0,0,0,C32-2,0.38,11,0,0.7,27.5
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,98.59230608085738,0,-98.59230608085738,0,0,0,0,0,0,0,0,0,0,0,C33-1,0.34,11,0,0.4,15
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,98.59230608085738,0,-98.59230608085738,0,0,0,0,0,0,0,0,0,0,0,C33-2,0.34,11,0,0.4,15
321,322,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-48.971134606116365,0,48.971134606116365,0,0,0,0,0,0,0,0,0,0,0,C34,0.45,11,0,1.2,47
325,121,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,75.81181547393656,0,-75.81181547393656,0,0,0,0,0,0,0,0,0,0,0,CA-1,0.52,11,0,1.6,67
318,223,0.013,0.104,0.218,500,600,625,0,0,1,-360,360,-499.9999999995077,0,499.9999999995077,0,0,0,0,0,0,0,0,0,0,0,CB-1,0.53,11,0,1.8,72
323,325,0,0.009,0,722,893,893,0,0,1,-360,360,75.81181547393685,0,-75.81181547393685,0,0,0,0,0,0,0,0,0,0,0,C35,0.02,768,1,0,0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-103.00000000000007,0,103.00000000000007,0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0,0.8,16
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-102.99999999999989,0,102.99999999999989,0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0,0.8,16
