id,bus_type,Pd,Pq,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,lat,lng,BusName,SubArea
122,1,0,0,0,0,1,1,-16.537066646268507,230,17,1.06,0.94,0,0,0,0,0,32.81886407,-116.3243473,Aubrey,12
123,1,0,0,0,0,1,1,0.8644595845532487,230,15,1.06,0.94,0,0,0,0,0,34.38200027,-115.0687884,Austen,12
124,2,0,0,0,0,1,1,-16.687611466098858,230,16,1.06,0.94,0,0,0,0,1.01155,33.54296506,-114.6564883,Avery,12
201,1,108,22,0,0,2,1,17.365777579508823,138,21,1.06,0.94,0,0,0,0,0,36.2556636,-113.7214959,Bach,21
202,1,97,20,0,0,2,1,17.59177787485503,138,22,1.06,0.94,0,0,0,0,0,36.28996256,-113.7459985,Bacon,21
203,2,180,37,0,0,2,1,15.63383109499404,138,21,1.06,0.94,0,0,0,0,1.01886,35.35440226,-113.9759336,Baffin,21
204,2,74,15,0,0,2,1,22.86093552405809,138,21,1.06,0.94,0,0,0,0,1.0189,36.19029231,-114.2218682,Bailey,21
205,2,71,14,0,0,2,1,22.730311649983946,138,21,1.06,0.94,0,0,0,0,1.03603,36.07922951,-113.9830412,Bain,21
206,2,136,28,0,-100,2,1,25.70617168396228,138,22,1.06,0.94,0,0,0,0,1.03259,35.78739717,-113.8903468,Bajer,21
207,1,125,25,0,0,2,1,14.392697691557407,138,22,1.06,0.94,0,0,0,0,0,36.05246663,-113.0828494,Baker,21
208,2,171,35,0,0,2,1,17.992591518364375,138,22,1.06,0.94,0,0,0,0,1.01203,35.93381421,-113.3177011,Balch,21
209,2,175,36,0,0,2,1,27.175836276161384,138,23,1.06,0.94,0,0,0,0,1.02781,35.80510733,-114.1508325,Balzac,21
210,2,195,40,0,0,2,1,28.284182217064064,138,23,1.06,0.94,0,0,0,0,1.05,35.78782341,-114.1628815,Banks,21
211,2,0,0,0,0,2,1,33.9406391116908,230,23,1.06,0.94,0,0,0,0,1.02735,35.80148483,-114.1675516,Bardeen,21
212,2,0,0,0,0,2,1,36.7185497836544,230,23,1.06,0.94,0,0,0,0,1.01921,35.79144538,-114.1461651,Barkla,21
213,1,265,54,0,0,2,1,47.691626194832736,230,24,1.06,0.94,0,0,0,0,0,36.1460954,-114.6228964,Barlow,22
214,1,194,39,0,0,2,1,28.119155279019694,230,26,1.06,0.94,0,0,0,0,0,35.56761113,-114.4925684,Barry,22
215,1,317,64,0,0,2,1,14.963037858740808,230,26,1.06,0.94,0,0,0,0,0,35.14859089,-114.5757743,Barton,22
216,1,100,20,0,0,2,1,19.833179117355737,230,26,1.06,0.94,0,0,0,0,0,35.26148957,-114.7307626,Basov,22
217,2,0,0,0,0,2,1,14.861547641944806,230,27,1.06,0.94,0,0,0,0,1.04847,35.0877489,-114.9211636,Bates,22
218,1,333,68,0,0,2,1,13.75972525772577,230,27,1.06,0.94,0,0,0,0,0,35.11490694,-115.0778823,Bayle,22
219,2,181,37,0,0,2,1,26.42219376136498,230,25,1.06,0.94,0,0,0,0,1.03946,35.4192172,-114.9791817,Bede,22
220,2,128,26,0,0,2,1,32.151771712677366,230,25,1.06,0.94,0,0,0,0,1.0438,35.64669555,-115.4465869,Beethoven,22
221,1,0,0,0,0,2,1,16.431036335383073,230,27,1.06,0.94,0,0,0,0,0,35.3163216,-115.1979424,Behring,22
222,1,0,0,0,0,2,1,22.908206081142737,230,27,1.06,0.94,0,0,0,0,0,36.33098104,-115.2902095,Bell,22
223,1,0,0,0,0,2,1,35.30303958589919,230,25,1.06,0.94,0,0,0,0,0,35.82434965,-115.5364456,Bloch,22
224,2,0,0,0,0,2,1,15.219517625543514,230,26,1.06,0.94,0,0,0,0,1.01456,35.35643752,-113.9602525,Bordet,22
301,1,108,22,0,0,3,1,-28.778099617401487,138,31,1.06,0.94,0,0,0,0,0,35.0475822,-118.8217654,Cabell,31
302,1,97,20,0,0,3,1,-29.411011563333478,138,32,1.06,0.94,0,0,0,0,0,35.02993688,-118.8648595,Cabot,31
303,2,180,37,0,0,3,1,-18.668697929944354,138,31,1.06,0.94,0,0,0,0,1.01045,35.21754253,-118.0435499,Caesar,31
304,2,74,15,0,0,3,1,-26.834566320700656,138,31,1.06,0.94,0,0,0,0,1.01785,34.63209145,-118.5635853,Caine,31
305,2,71,14,0,0,3,1,-27.686720898440146,138,31,1.06,0.94,0,0,0,0,1.03609,34.87388488,-118.5104873,Calvin,31
306,2,136,28,0,-100,3,1,-27.244986988275105,138,32,1.06,0.94,0,0,0,0,1.0326,34.88716764,-118.2761997,Camus,31
307,1,125,25,0,0,3,1,-38.978083719142305,138,32,1.06,0.94,0,0,0,0,0,34.10126562,-118.878178,Carew,31
308,2,171,35,0,0,3,1,-35.37818989233534,138,32,1.06,0.94,0,0,0,0,1.01056,34.22471784,-118.6542579,Carrel,31
309,2,175,36,0,0,3,1,-24.724721397599755,138,33,1.06,0.94,0,0,0,0,1.02579,34.73575793,-118.127342,Carter,31
310,2,195,40,0,0,3,1,-26.556822930574274,138,33,1.06,0.94,0,0,0,0,1.05,34.72931591,-118.1045248,Caruso,31
311,2,0,0,0,0,3,1,-23.97640975321398,230,33,1.06,0.94,0,0,0,0,1.0283,34.74209387,-118.1119332,Cary,31
312,2,0,0,0,0,3,1,-22.62018366103253,230,33,1.06,0.94,0,0,0,0,1.019,34.72296307,-118.1198874,Caxton,31
313,1,265,54,0,0,3,1,-24.64055886389117,230,34,1.06,0.94,0,0,0,0,0,34.26526814,-118.0188551,Cecil,32
314,1,194,39,0,0,3,1,-21.730916870498405,230,36,1.06,0.94,0,0,0,0,0,34.94496423,-117.6848792,Chain,32
315,1,317,64,0,0,3,1,-5.231515790566219,230,36,1.06,0.94,0,0,0,0,0,35.26597012,-117.3864335,Chase,32
316,1,100,20,0,0,3,1,-5.460384165310773,230,36,1.06,0.94,0,0,0,0,0,35.13836711,-117.2515886,Chifa,32
317,2,0,0,0,0,3,1,1.98806717138723,230,37,1.06,0.94,0,0,0,0,1.04785,35.37843341,-117.0558295,Chuhsi,32
318,1,333,68,0,0,3,1,5.509234239125725,230,37,1.06,0.94,0,0,0,0,0,35.50581323,-116.9765714,Clark,32
319,2,181,37,0,0,3,1,-8.058888759522526,230,35,1.06,0.94,0,0,0,0,1.03953,34.9176312,-117.1244195,Clay,32
320,2,128,26,0,0,3,1,-10.318457971880575,230,35,1.06,0.94,0,0,0,0,1.04389,34.46246563,-117.0635083,Clive,32
321,1,0,0,0,0,3,1,3.7516276626955296,230,37,1.06,0.94,0,0,0,0,0,35.74534438,-117.1153628,Cobb,32
322,1,0,0,0,0,3,1,5.659598407705842,230,37,1.06,0.94,0,0,0,0,0,36.43895848,-117.4852717,Cole,32
323,1,0,0,0,0,3,1,-11.561221038677504,230,35,1.06,0.94,0,0,0,0,0,34.25300337,-117.1132211,Comte,32
324,2,0,0,0,0,3,1,-10.369261902681389,230,36,1.06,0.94,0,0,0,0,1.01046,35.20658182,-118.0348168,Curie,32
325,2,0,0,0,0,3,1,-11.952153774426808,230,35,1.06,0.94,0,0,0,0,1.04986,34.25189131,-117.1289772,Curtiss,32
