bus,bus_type,status,P,Q,fracS,fracY,fracE,gamma,Qmin,Qmax,Qinc,Qcon
280,1,1,4.14311196230012,0.388805552017653,1,0,0,0,0,0,0,0
281,1,1,4.14311196230012,0.777611104035307,1,0,0,0,0,0,0,0
282,1,1,0.117487185995787,0.0220508982724825,1,0,0,0,0,0,0,0
283,1,1,14.918,12,1,0,0,0,0,0,0,0
284,1,1,37.294,33,1,0,0,0,0,0,0,0
285,1,1,1.386,0.4,1,0,0,0,0,0,0,0
287,1,1,8.525,2.9,1,0,0,0,0,0,0,0
288,1,1,7.459,2,1,0,0,0,0,0,0,0
289,1,1,3.46915511836226,0.250444348712262,1,0,0,0,0,0,0,0
292,1,1,2.344,0.2,1,0,0,0,0,0,0,0
295,1,1,4.902,1.51,1,0,0,0,0,0,0,0
297,1,1,4.582,0.5,1,0,0,0,0,0,0,0
298,1,1,7.672,0.8,1,0,0,0,0,0,0,0
299,1,1,4.262,0.7,1,0,0,0,0,0,0,0
300,1,1,6.18,2.11,1,0,0,0,0,0,0,0
301,1,1,8.205,2.53,1,0,0,0,0,0,0,0
305,1,1,7.992,2.72,1,0,0,0,0,0,0,0
306,1,1,7.779,2.4,1,0,0,0,0,0,0,0
307,1,1,13.746,4.24,1,0,0,0,0,0,0,0
308,1,1,12.254,3.78,1,0,0,0,0,0,0,0
309,1,1,14.147,9.046,1,0,0,0,0,0,0,0
310,1,1,11.759,7,1,0,0,0,0,0,0,0
311,1,1,15.573,8.3,1,0,0,0,0,0,0,0
313,1,1,10.354,5.48,1,0,0,0,0,0,0,0
314,1,1,6.18,5.15,1,0,0,0,0,0,0,0
315,1,1,8.525,1.2,1,0,0,0,0,0,0,0
316,1,1,1.65708926269924,0.388805552017653,1,0,0,0,0,0,0,0
321,1,1,8.205,2.53,1,0,0,0,0,0,0,0
322,1,1,14.598,4.51,1,0,0,0,0,0,0,0
323,1,1,9.94331318729947,1.16641665605296,1,0,0,0,0,0,0,0
324,1,1,13.959,4.76,1,0,0,0,0,0,0,0
325,1,1,5.967,1.84,1,0,0,0,0,0,0,0
326,1,1,5.967,1.84,1,0,0,0,0,0,0,0
327,1,1,5.80020122499935,0.777611104035307,1,0,0,0,0,0,0,0
328,1,1,0.192304709083918,0.0416484354065661,1,0,0,0,0,0,0,0
329,1,1,9.057,2.8,1,0,0,0,0,0,0,0
330,1,1,5.328,2,1,0,0,0,0,0,0,0
331,1,1,3.197,1,1,0,0,0,0,0,0,0
332,1,1,26.852,8.29,1,0,0,0,0,0,0,0
333,1,1,7.459,1,1,0,0,0,0,0,0,0
334,1,1,2.664,0.8,1,0,0,0,0,0,0,0
337,1,1,7.352,2.27,1,0,0,0,0,0,0,0
338,1,1,4.57170137333806,1.65485905724799,1,0,0,0,0,0,0,0
339,1,1,7.45729048769859,2.09954998089533,1,0,0,0,0,0,0,0
340,1,1,1.84799892708037,0.520291668729616,1,0,0,0,0,0,0,0
341,1,1,0.618914901937834,0.116162706820164,1,0,0,0,0,0,0,0
348,1,1,4.14311196230012,0.777611104035307,1,0,0,0,0,0,0,0
350,1,1,11.614,3.59,1,0,0,0,0,0,0,0
351,1,1,1.33121430213436,0.312328694452795,1,0,0,0,0,0,0,0
353,1,1,2.47859769799494,0.581557413889006,1,0,0,0,0,0,0,0
358,1,1,4.04868359634371,1.20326901815314,1,0,0,0,0,0,0,0
360,1,1,9.057,1.2,1,0,0,0,0,0,0,0
363,1,1,5.861,0.8,1,0,0,0,0,0,0,0
364,1,1,3.23175174837074,0.622088883228246,1,0,0,0,0,0,0,0
365,1,1,39.3181818181818,7.37995416749851,1,0,0,0,0,0,0,0
366,1,1,53.277,10,1,0,0,0,0,0,0,0
367,1,1,28.8464319069412,5.4144249689249,1,0,0,0,0,0,0,0
368,1,1,39.3181818181818,7.37995416749851,1,0,0,0,0,0,0,0
370,1,1,0.106069304900297,0.00995488549040794,1,0,0,0,0,0,0,0
372,1,1,1.67635718961297,0.393326417084225,1,0,0,0,0,0,0,0
375,1,1,2.664,0.7,1,0,0,0,0,0,0,0
376,1,1,2.664,0.7,1,0,0,0,0,0,0,0
377,1,1,2.62624034302429,0.616199048105184,1,0,0,0,0,0,0,0
379,1,1,5.86,1.2,1,0,0,0,0,0,0,0
380,1,1,4.795,0.8,1,0,0,0,0,0,0,0
382,1,1,8.28544631349619,1.63298331847414,1,0,0,0,0,0,0,0
383,1,1,5.80020122499935,1.39969998726355,1,0,0,0,0,0,0,0
384,1,1,9.52884646884865,2.72163886412357,1,0,0,0,0,0,0,0
387,1,1,1.65708926269924,0.388805552017653,1,0,0,0,0,0,0,0
388,1,1,6.04903677829065,2.17731109129886,1,0,0,0,0,0,0,0
389,1,1,11.934,3.68,1,0,0,0,0,0,0,0
391,1,1,12.36,4.94,1,0,0,0,0,0,0,0
392,1,1,2.131,0.73,1,0,0,0,0,0,0,0
396,1,1,0.828933436901637,0,1,0,0,0,0,0,0,0
397,1,1,4.262,1.2,1,0,0,0,0,0,0,0
398,1,1,4.262,1,1,0,0,0,0,0,0,0
401,1,1,2.065,0.92,1,0,0,0,0,0,0,0
402,1,1,1.29885572860522,0.304752634585927,1,0,0,0,0,0,0,0
403,1,1,3.197,0.3,1,0,0,0,0,0,0,0
406,1,1,7.459,1,1,0,0,0,0,0,0,0
407,1,1,6.393,1,1,0,0,0,0,0,0,0
409,1,1,5.754,1.4,1,0,0,0,0,0,0,0
410,1,1,10.229,0.5,1,0,0,0,0,0,0,0
412,1,1,2.557,0.5,1,0,0,0,0,0,0,0
415,1,1,11.188,1.5,1,0,0,0,0,0,0,0
417,1,1,6.926,0.8,1,0,0,0,0,0,0,0
419,1,1,3.197,0.8,1,0,0,0,0,0,0,0
420,1,1,4.05990757416834,0.622088883228246,1,0,0,0,0,0,0,0
425,1,1,6.29709472047792,1.32193887686002,1,0,0,0,0,0,0,0
426,1,1,0.899814853313683,0.0601967571797195,1,0,0,0,0,0,0,0
429,1,1,9.91,3.06,1,0,0,0,0,0,0,0
431,1,1,7.672,1.2,1,0,0,0,0,0,0,0
432,1,1,4.688,0.3,1,0,0,0,0,0,0,0
433,1,1,6.926,2.2,1,0,0,0,0,0,0,0
435,1,1,5.541,1.71,1,0,0,0,0,0,0,0
437,1,1,0.377834294543065,0.150708188813517,1,0,0,0,0,0,0,0
438,1,1,16.516,3,1,0,0,0,0,0,0,0
441,1,1,2.131,0.3,1,0,0,0,0,0,0,0
442,1,1,2.664,0.4,1,0,0,0,0,0,0,0
443,1,1,4.263,1.5,1,0,0,0,0,0,0,0
444,1,1,2.664,0.3,1,0,0,0,0,0,0,0
445,1,1,2.77,0.94,1,0,0,0,0,0,0,0
446,1,1,12.467,3.85,1,0,0,0,0,0,0,0
447,1,1,4.795,0.5,1,0,0,0,0,0,0,0
448,1,1,2.557,0.8,1,0,0,0,0,0,0,0
449,1,1,6.393,1.8,1,0,0,0,0,0,0,0
452,1,1,4.73636363636364,0.277833326667467,1,0,0,0,0,0,0,0
454,1,1,3.31417852539848,1.16641665605296,1,0,0,0,0,0,0,0
456,1,1,1.492,0.2,1,0,0,0,0,0,0,0
457,1,1,9.59,2.4,1,0,0,0,0,0,0,0
458,1,1,0.153789084345496,0.0350504683452666,1,0,0,0,0,0,0,0
459,1,1,0.364540431232465,0.0655124576895404,1,0,0,0,0,0,0,0
460,1,1,7.459,0.401,1,0,0,0,0,0,0,0
461,1,1,4.262,1,1,0,0,0,0,0,0,0
462,1,1,0.861273391116143,0.115472835777102,1,0,0,0,0,0,0,0
463,1,1,6.393,3,1,0,0,0,0,0,0,0
464,1,1,6.08337850144185e-07,1.3175090603758e-07,1,0,0,0,0,0,0,0
465,1,1,1.58622900927183e-07,3.40255585847287e-08,1,0,0,0,0,0,0,0
466,1,1,0.139201735844652,0.0592814963376278,1,0,0,0,0,0,0,0
467,1,1,10.656,1.2,1,0,0,0,0,0,0,0
469,1,1,6.18,1.91,1,0,0,0,0,0,0,0
470,1,1,0.370157512093167,0.124047423623715,1,0,0,0,0,0,0,0
471,1,1,4.156,1.28,1,0,0,0,0,0,0,0
473,1,1,3.197,0.5,1,0,0,0,0,0,0,0
477,1,1,6.21466794345017,1.16641665605296,1,0,0,0,0,0,0,0
479,1,1,2.344,0.5,1,0,0,0,0,0,0,0
481,1,1,16.729,5.17,1,0,0,0,0,0,0,0
485,1,1,4.795,0.6,1,0,0,0,0,0,0,0
486,1,1,4.475,0.6,1,0,0,0,0,0,0,0
488,1,1,5.647,1.3,1,0,0,0,0,0,0,0
489,1,1,19.18,7,1,0,0,0,0,0,0,0
490,1,1,7.459,4,1,0,0,0,0,0,0,0
497,1,1,4.12308579865962,0.968218952803664,1,0,0,0,0,0,0,0
498,1,1,1.65708926269924,0.777611104035307,1,0,0,0,0,0,0,0
501,1,1,7.56786168923501,2.13079165346833,1,0,0,0,0,0,0,0
502,1,1,18.7078467872231,5.26725783329582,1,0,0,0,0,0,0,0
503,1,1,2.12626434545808,0.59862999770119,1,0,0,0,0,0,0,0
505,1,1,10.9378777893606,2.56611664331651,1,0,0,0,0,0,0,0
507,1,1,4.62229116196,1.30136956021998,1,0,0,0,0,0,0,0
509,1,1,2.131,0.501,1,0,0,0,0,0,0,0
510,1,1,2.131,0.5,1,0,0,0,0,0,0,0
511,1,1,19.925,6.79,1,0,0,0,0,0,0,0
513,1,1,1.65708926269924,0.777611104035307,1,0,0,0,0,0,0,0
514,1,1,2.48602269960088,0.777611104035307,1,0,0,0,0,0,0,0
515,1,1,0.0311708487201448,0.00731317673418065,1,0,0,0,0,0,0,0
516,1,1,1.08631458688312,0.254859841141874,1,0,0,0,0,0,0,0
517,1,1,0.369762471043836,0.104109564817598,1,0,0,0,0,0,0,0
519,1,1,3.14324127778465,0.737442750791321,1,0,0,0,0,0,0,0
520,1,1,9.18012204965981e-06,2.15392630405685e-06,1,0,0,0,0,0,0,0
522,1,1,0.193761228448387,0.0354833427397756,1,0,0,0,0,0,0,0
523,1,1,13.853,1.4,1,0,0,0,0,0,0,0
528,1,1,2.31105882300932,0.650511264168626,1,0,0,0,0,0,0,0
529,1,1,7.9244546795162e-07,1.23935794174479e-07,1,0,0,0,0,0,0,0
531,1,1,4.5568010696469,1.07310332356872,1,0,0,0,0,0,0,0
532,1,1,5.6221091219071,1.58291859136694,1,0,0,0,0,0,0,0
536,1,1,9.94253557619543,4.41449823760844,1,0,0,0,0,0,0,0
538,1,1,8.28544631349619,2.33283331210592,1,0,0,0,0,0,0,0
539,1,1,8.28544631349619,2.33283331210592,1,0,0,0,0,0,0,0
540,1,1,2.77347880674082,0.650684780109989,1,0,0,0,0,0,0,0
543,1,1,5.52278318427903,1.29575880631576,1,0,0,0,0,0,0,0
544,1,1,2.61374794924482,0.735893525342234,1,0,0,0,0,0,0,0
546,1,1,2.56201838467457,0.72134498209284,1,0,0,0,0,0,0,0
549,1,1,4.88474433199344,1.14609559737759,1,0,0,0,0,0,0,0
551,1,1,6.28630903962795,1.76986260189917,1,0,0,0,0,0,0,0
553,1,1,8.28622392460023,3.11044441614123,1,0,0,0,0,0,0,0
554,1,1,3.31417852539848,0.388805552017653,1,0,0,0,0,0,0,0
556,1,1,2.89971180694766,0.777611104035307,1,0,0,0,0,0,0,0
559,1,1,1.05185363654047,0.520547824087991,1,0,0,0,0,0,0,0
567,1,1,3.23175174837074,0.699849993631776,1,0,0,0,0,0,0,0
568,1,1,0.369935986985199,0.260273912043996,1,0,0,0,0,0,0,0
569,1,1,1.65708926269924,0.388805552017653,1,0,0,0,0,0,0,0
570,1,1,2.48602269960088,0,1,0,0,0,0,0,0,0
571,1,1,5.57444206719576,0.237797204470426,1,0,0,0,0,0,0,0
572,1,1,6.393,0.6,1,0,0,0,0,0,0,0
573,1,1,10.655,2.3,1,0,0,0,0,0,0,0
574,1,1,8.631,3.45,1,0,0,0,0,0,0,0
576,1,1,4.795,0.9,1,0,0,0,0,0,0,0
577,1,1,1.492,0.4,1,0,0,0,0,0,0,0
578,1,1,1.279,0.3,1,0,0,0,0,0,0,0
580,1,1,0.0369588955102474,0.0104109564817598,1,0,0,0,0,0,0,0
581,1,1,5.327,2,1,0,0,0,0,0,0,0
583,1,1,3.197,0.99,1,0,0,0,0,0,0,0
584,1,1,1.65708926269924,0.777611104035307,1,0,0,0,0,0,0,0
588,1,1,4.347,1.12,1,0,0,0,0,0,0,0
589,1,1,2.226,1,1,0,0,0,0,0,0,0
590,1,1,6.151,1,1,0,0,0,0,0,0,0
591,1,1,10.391,2.4,1,0,0,0,0,0,0,0
592,1,1,4.898,0.5,1,0,0,0,0,0,0,0
593,1,1,11.664,1.5,1,0,0,0,0,0,0,0
595,1,1,20.036,9.512,1,0,0,0,0,0,0,0
596,1,1,4.771,1,1,0,0,0,0,0,0,0
597,1,1,3.5,2,1,0,0,0,0,0,0,0
598,1,1,9.436,2.5,1,0,0,0,0,0,0,0
599,1,1,4.028,0.8,1,0,0,0,0,0,0,0
600,1,1,4.771,0,1,0,0,0,0,0,0,0
601,1,1,6.679,0.9,1,0,0,0,0,0,0,0
602,1,1,9.967,1.4,1,0,0,0,0,0,0,0
603,1,1,2.129,1.7,1,0,0,0,0,0,0,0
604,1,1,2.439,0.3,1,0,0,0,0,0,0,0
605,1,1,25.765,4.3,1,0,0,0,0,0,0,0
606,1,1,9.542,1.5,1,0,0,0,0,0,0,0
607,1,1,5.301,0,1,0,0,0,0,0,0,0
608,1,1,5.673,2.6,1,0,0,0,0,0,0,0
609,1,1,6.997,1.8,1,0,0,0,0,0,0,0
610,1,1,14.168,1.293,1,0,0,0,0,0,0,0
612,1,1,6.256,0.4,1,0,0,0,0,0,0,0
615,1,1,7.211,0.4,1,0,0,0,0,0,0,0
616,1,1,3.181,0.5,1,0,0,0,0,0,0,0
619,1,1,4.241,0,1,0,0,0,0,0,0,0
620,1,1,5.301,0.2,1,0,0,0,0,0,0,0
621,1,1,7.104,1.8,1,0,0,0,0,0,0,0
622,1,1,3.971,0.34,1,0,0,0,0,0,0,0
623,1,1,2.12,0,1,0,0,0,0,0,0,0
624,1,1,6.892,1.947,1,0,0,0,0,0,0,0
625,1,1,3.181,0,1,0,0,0,0,0,0,0
626,1,1,0,-0.002,1,0,0,0,0,0,0,0
627,1,1,5.386,2.581,1,0,0,0,0,0,0,0
629,1,1,3.971,0.34,1,0,0,0,0,0,0,0
630,1,1,3.758,2.8,1,0,0,0,0,0,0,0
631,1,1,9.224,2.9,1,0,0,0,0,0,0,0
632,1,1,6.91,2.246,1,0,0,0,0,0,0,0
633,1,1,9.647,0.3,1,0,0,0,0,0,0,0
634,1,1,3.181,0.9,1,0,0,0,0,0,0,0
635,1,1,6.785,1.1,1,0,0,0,0,0,0,0
636,1,1,8.482,2,1,0,0,0,0,0,0,0
637,1,1,0.119,0.08,1,0,0,0,0,0,0,0
638,1,1,4.559,0.2,1,0,0,0,0,0,0,0
639,1,1,5.473,0,1,0,0,0,0,0,0,0
640,1,1,4.241,1,1,0,0,0,0,0,0,0
641,1,1,8.021,2.691,1,0,0,0,0,0,0,0
642,1,1,7.953,0,1,0,0,0,0,0,0,0
643,1,1,3.181,0,1,0,0,0,0,0,0,0
644,1,1,8.482,0,1,0,0,0,0,0,0,0
645,1,1,5.301,1,1,0,0,0,0,0,0,0
646,1,1,2.439,0.7,1,0,0,0,0,0,0,0
647,1,1,2.544,0,1,0,0,0,0,0,0,0
648,1,1,3.605,0.4,1,0,0,0,0,0,0,0
649,1,1,0.742,0,1,0,0,0,0,0,0,0
650,1,1,2.544,0.6,1,0,0,0,0,0,0,0
651,1,1,5.665,0.34,1,0,0,0,0,0,0,0
652,1,1,9.861,2.4,1,0,0,0,0,0,0,0
653,1,1,4.061,0.3,1,0,0,0,0,0,0,0
654,1,1,1.255,0.91,1,0,0,0,0,0,0,0
655,1,1,23.327,4.5,1,0,0,0,0,0,0,0
656,1,1,11.664,1,1,0,0,0,0,0,0,0
657,1,1,5.301,0,1,0,0,0,0,0,0,0
658,1,1,1.13,0.068,1,0,0,0,0,0,0,0
659,1,1,2.757,0.1,1,0,0,0,0,0,0,0
661,1,1,3.711,0.6,1,0,0,0,0,0,0,0
662,1,1,8.059,0.1,1,0,0,0,0,0,0,0
663,1,1,3.181,0,1,0,0,0,0,0,0,0
664,1,1,13,0,1,0,0,0,0,0,0,0
666,1,1,5.832,0.5,1,0,0,0,0,0,0,0
667,1,1,23.327,4.5,1,0,0,0,0,0,0,0
668,1,1,6.574,1.2,1,0,0,0,0,0,0,0
670,1,1,12.724,2.6,1,0,0,0,0,0,0,0
671,1,1,11.347,1.2,1,0,0,0,0,0,0,0
672,1,1,9.516,0.272,1,0,0,0,0,0,0,0
673,1,1,6.361,0.5,1,0,0,0,0,0,0,0
674,1,1,2.12,0.5,1,0,0,0,0,0,0,0
675,1,1,10.922,1,1,0,0,0,0,0,0,0
676,1,1,6.361,0,1,0,0,0,0,0,0,0
677,1,1,5.301,2,1,0,0,0,0,0,0,0
678,1,1,19.086,2,1,0,0,0,0,0,0,0
679,1,1,7.953,1.5,1,0,0,0,0,0,0,0
680,1,1,17.535,6.272,1,0,0,0,0,0,0,0
681,1,1,7.317,3,1,0,0,0,0,0,0,0
682,1,1,14.208,2.8,1,0,0,0,0,0,0,0
683,1,1,8.005,2.1,1,0,0,0,0,0,0,0
684,1,1,7.528,0.43,1,0,0,0,0,0,0,0
685,1,1,8.503,0.817,1,0,0,0,0,0,0,0
687,1,1,12.512,2.8,1,0,0,0,0,0,0,0
688,1,1,4.666,1.6,1,0,0,0,0,0,0,0
689,1,1,5.089,1,1,0,0,0,0,0,0,0
690,1,1,4.531,0.68,1,0,0,0,0,0,0,0
691,1,1,6.574,2.8,1,0,0,0,0,0,0,0
692,1,1,6.51,1.05,1,0,0,0,0,0,0,0
693,1,1,12.109,0.87,1,0,0,0,0,0,0,0
694,1,1,6.361,1,1,0,0,0,0,0,0,0
695,1,1,5.513,1.5,1,0,0,0,0,0,0,0
698,1,1,2.544,0.9,1,0,0,0,0,0,0,0
699,1,1,9.362,1.24,1,0,0,0,0,0,0,0
700,1,1,10.052,1.72,1,0,0,0,0,0,0,0
701,1,1,13.106,0.97,1,0,0,0,0,0,0,0
703,1,1,11.112,1.26,1,0,0,0,0,0,0,0
704,1,1,5.587,0.21,1,0,0,0,0,0,0,0
705,1,1,12.311,3.95,1,0,0,0,0,0,0,0
706,1,1,5.301,0,1,0,0,0,0,0,0,0
707,1,1,2.502,1.8,1,0,0,0,0,0,0,0
708,1,1,2.757,0,1,0,0,0,0,0,0,0
710,1,1,8.377,1.1,1,0,0,0,0,0,0,0
711,1,1,0.25,0.18,1,0,0,0,0,0,0,0
712,1,1,4.241,1,1,0,0,0,0,0,0,0
716,1,1,36.581,12.8,1,0,0,0,0,0,0,0
717,1,1,30.065,11.166,1,0,0,0,0,0,0,0
718,1,1,5.301,1,1,0,0,0,0,0,0,0
719,1,1,16.541,3.6,1,0,0,0,0,0,0,0
720,1,1,3.074,0.7,1,0,0,0,0,0,0,0
721,1,1,4.028,0.7,1,0,0,0,0,0,0,0
722,1,1,14.102,3.3,1,0,0,0,0,0,0,0
723,1,1,4.992,1,1,0,0,0,0,0,0,0
724,1,1,2.12,1,1,0,0,0,0,0,0,0
725,1,1,2.12,0.5,1,0,0,0,0,0,0,0
726,1,1,5.727,0,1,0,0,0,0,0,0,0
727,1,1,0.212,0,1,0,0,0,0,0,0,0
728,1,1,2.12,0.5,1,0,0,0,0,0,0,0
729,1,1,4.771,0,1,0,0,0,0,0,0,0
730,1,1,36.326,16.476,1,0,0,0,0,0,0,0
732,1,1,1.255,1.1,1,0,0,0,0,0,0,0
733,1,1,42.413,10,1,0,0,0,0,0,0,0
735,1,1,9.637,0.953,1,0,0,0,0,0,0,0
736,1,1,3.181,0,1,0,0,0,0,0,0,0
737,1,1,5.089,0,1,0,0,0,0,0,0,0
738,1,1,6.256,0.9,1,0,0,0,0,0,0,0
739,1,1,5.016,4.03,1,0,0,0,0,0,0,0
740,1,1,13,0,1,0,0,0,0,0,0,0
742,1,1,4.241,0.5,1,0,0,0,0,0,0,0
743,1,1,5.665,0,1,0,0,0,0,0,0,0
744,1,1,4.241,1,1,0,0,0,0,0,0,0
745,1,1,4.559,0,1,0,0,0,0,0,0,0
746,1,1,6.892,0.3,1,0,0,0,0,0,0,0
747,1,1,0.848,0.5,1,0,0,0,0,0,0,0
748,1,1,3.393,0.1,1,0,0,0,0,0,0,0
749,1,1,2.332,0.7,1,0,0,0,0,0,0,0
750,1,1,7.104,2,1,0,0,0,0,0,0,0
751,1,1,12.831,2.1,1,0,0,0,0,0,0,0
752,1,1,7.422,0,1,0,0,0,0,0,0,0
753,1,1,1.908,1.2,1,0,0,0,0,0,0,0
754,1,1,14.168,0.545,1,0,0,0,0,0,0,0
755,1,1,7.953,1,1,0,0,0,0,0,0,0
756,1,1,7.422,0.3,1,0,0,0,0,0,0,0
757,1,1,15.031,9.1,1,0,0,0,0,0,0,0
758,1,1,29.689,5,1,0,0,0,0,0,0,0
760,1,1,10.709,1.1,1,0,0,0,0,0,0,0
761,1,1,8.482,2,1,0,0,0,0,0,0,0
762,1,1,1.255,0.71,1,0,0,0,0,0,0,0
763,1,1,4.754,0.4,1,0,0,0,0,0,0,0
764,1,1,25.388,1.701,1,0,0,0,0,0,0,0
765,1,1,9.542,3,1,0,0,0,0,0,0,0
766,1,1,10.604,0,1,0,0,0,0,0,0,0
767,1,1,6.151,1.2,1,0,0,0,0,0,0,0
768,1,1,5.301,1,1,0,0,0,0,0,0,0
770,1,1,7.422,3,1,0,0,0,0,0,0,0
771,1,1,13.153,6.618,1,0,0,0,0,0,0,0
772,1,1,6.361,1,1,0,0,0,0,0,0,0
773,1,1,9.065,0.34,1,0,0,0,0,0,0,0
774,1,1,9.224,1.8,1,0,0,0,0,0,0,0
775,1,1,4.877,0.6,1,0,0,0,0,0,0,0
776,1,1,8.8,0,1,0,0,0,0,0,0,0
777,1,1,3.287,0.3,1,0,0,0,0,0,0,0
780,1,1,3.181,1,1,0,0,0,0,0,0,0
781,1,1,18.026,1.9,1,0,0,0,0,0,0,0
782,1,1,15.905,3,1,0,0,0,0,0,0,0
783,1,1,4.241,0.2,1,0,0,0,0,0,0,0
784,1,1,0.954,0.2,1,0,0,0,0,0,0,0
785,1,1,2.12,0.5,1,0,0,0,0,0,0,0
787,1,1,8.503,1.293,1,0,0,0,0,0,0,0
788,1,1,4.771,1,1,0,0,0,0,0,0,0
789,1,1,11.875,3.6,1,0,0,0,0,0,0,0
790,1,1,6.361,1.5,1,0,0,0,0,0,0,0
791,1,1,9.118,2.1,1,0,0,0,0,0,0,0
