id,bus_type,Pd,Pq,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,lat,lng,BusName,SubArea
312,2,0,0,0,0,3,1,-57.056871198229636,230,33,1.06,0.94,0,0,0,0,1.019,34.72296307,-118.1198874,Caxton,31
313,1,265,54,0,0,3,1,-58.66165321477315,230,34,1.06,0.94,0,0,0,0,0,34.26526814,-118.0188551,Cecil,32
314,1,194,39,0,0,3,1,-62.18437449954916,230,36,1.06,0.94,0,0,0,0,0,34.94496423,-117.6848792,Chain,32
315,1,317,64,0,0,3,1,-51.17876724775617,230,36,1.06,0.94,0,0,0,0,0,35.26597012,-117.3864335,Chase,32
316,1,100,20,0,0,3,1,-49.76295496276461,230,36,1.06,0.94,0,0,0,0,0,35.13836711,-117.2515886,Chifa,32
317,2,0,0,0,0,3,1,-46.26166519965478,230,37,1.06,0.94,0,0,0,0,1.04785,35.37843341,-117.0558295,Chuhsi,32
318,1,333,68,0,0,3,1,-45.40479375584826,230,37,1.06,0.94,0,0,0,0,0,35.50581323,-116.9765714,Clark,32
319,2,181,37,0,0,3,1,-44.81104385046429,230,35,1.06,0.94,0,0,0,0,1.03953,34.9176312,-117.1244195,Clay,32
320,2,128,26,0,0,3,1,-40.505034187594454,230,35,1.06,0.94,0,0,0,0,1.04389,34.46246563,-117.0635083,Clive,32
321,1,0,0,0,0,3,1,-45.631054938566656,230,37,1.06,0.94,0,0,0,0,0,35.74534438,-117.1153628,Cobb,32
322,1,0,0,0,0,3,1,-38.54837698487549,230,37,1.06,0.94,0,0,0,0,0,36.43895848,-117.4852717,Cole,32
323,1,0,0,0,0,3,1,-38.13672887301605,230,35,1.06,0.94,0,0,0,0,0,34.25300337,-117.1132211,Comte,32
324,2,0,0,0,0,3,1,-54.88404172268762,230,36,1.06,0.94,0,0,0,0,1.01046,35.20658182,-118.0348168,Curie,32
325,2,0,0,0,0,3,1,-35.558418794927,230,35,1.06,0.94,0,0,0,0,1.04986,34.25189131,-117.1289772,Curtiss,32
