f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT,UID,Perm OutRate,Duration,Tr Ratio,Tran OutRate,Length
206,210,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-4.484384690199458,0.0,4.484384690199458,0.0,0,0,0,0,0,0,0,0,0,0,B10,0.33,35,0.0,0.0,16.0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.499999999999595,0.0,40.499999999999595,0.0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0.0,0.8,16.0
208,209,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-47.477636347768815,0.0,47.477636347768815,0.0,0,0,0,0,0,0,0,0,0,0,B12-1,0.44,10,0.0,2.3,43.0
208,210,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-33.52236365223034,0.0,33.52236365223034,0.0,0,0,0,0,0,0,0,0,0,0,B13-2,0.44,10,0.0,2.3,43.0
209,211,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,20.14006639942898,0.0,-20.14006639942898,0.0,0,0,0,0,0,0,0,0,0,0,B14,0.02,768,1.03,0.0,0.0
209,212,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-9.748217039459682,0.0,9.748217039459682,0.0,0,0,0,0,0,0,0,0,0,0,B15,0.02,768,1.03,0.0,0.0
210,211,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-7.272076395378744,0.0,7.272076395378744,0.0,0,0,0,0,0,0,0,0,0,0,B16,0.02,768,1.015,0.0,0.0
210,212,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-37.16035983426741,0.0,37.16035983426741,0.0,0,0,0,0,0,0,0,0,0,0,B17,0.02,768,1.015,0.0,0.0
211,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-38.39427910012662,0.0,38.39427910012662,0.0,0,0,0,0,0,0,0,0,0,0,B18,0.4,11,0.0,0.8,33.0
211,214,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,51.26226910417664,0.0,-51.26226910417664,0.0,0,0,0,0,0,0,0,0,0,0,B19,0.39,11,0.0,0.7,29.0
212,213,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,13.910216917928548,0.0,-13.910216917928548,0.0,0,0,0,0,0,0,0,0,0,0,B20,0.4,11,0.0,0.8,33.0
212,223,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-60.81879379165559,0.0,60.81879379165559,0.0,0,0,0,0,0,0,0,0,0,0,B21,0.52,11,0.0,1.6,67.0
213,223,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-75.48406218219729,0.0,75.48406218219729,0.0,0,0,0,0,0,0,0,0,0,0,B22,0.49,11,0.0,1.5,60.0
214,216,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-142.73773089582338,0.0,142.73773089582338,0.0,0,0,0,0,0,0,0,0,0,0,B23,0.38,11,0.0,0.7,27.0
215,216,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,27.990755406426587,0.0,-27.990755406426587,0.0,0,0,0,0,0,0,0,0,0,0,B24,0.33,11,0.0,0.3,12.0
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-46.6084260097745,0.0,46.6084260097745,0.0,0,0,0,0,0,0,0,0,0,0,B25-1,0.41,11,0.0,0.8,34.0
215,221,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-46.6084260097745,0.0,46.6084260097745,0.0,0,0,0,0,0,0,0,0,0,0,B25-2,0.41,11,0.0,0.8,34.0
215,224,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,-26.503997780359533,0.0,26.503997780359533,0.0,0,0,0,0,0,0,0,0,0,0,B26,0.41,11,0.0,0.9,36.0
216,217,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-113.08904981941394,0.0,113.08904981941394,0.0,0,0,0,0,0,0,0,0,0,0,B27,0.35,11,0.0,0.4,18.0
216,219,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-39.65792566998312,0.0,39.65792566998312,0.0,0,0,0,0,0,0,0,0,0,0,B28,0.34,11,0.0,0.4,16.0
217,218,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,85.17257699690961,0.0,-85.17257699690961,0.0,0,0,0,0,0,0,0,0,0,0,B29,0.32,11,0.0,0.2,10.0
217,222,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,1.0442750226390725,0.0,-1.0442750226390725,0.0,0,0,0,0,0,0,0,0,0,0,B30,0.54,11,0.0,1.8,73.0
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-38.91371150154516,0.0,38.91371150154516,0.0,0,0,0,0,0,0,0,0,0,0,B31-1,0.35,11,0.0,0.4,18.0
218,221,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-38.91371150154516,0.0,38.91371150154516,0.0,0,0,0,0,0,0,0,0,0,0,B31-2,0.35,11,0.0,0.4,18.0
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-19.828962834991493,0.0,19.828962834991493,0.0,0,0,0,0,0,0,0,0,0,0,B32-1,0.38,11,0.0,0.7,27.5
219,220,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-19.828962834991493,0.0,19.828962834991493,0.0,0,0,0,0,0,0,0,0,0,0,B32-2,0.38,11,0.0,0.7,27.5
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-19.828962834991366,0.0,19.828962834991366,0.0,0,0,0,0,0,0,0,0,0,0,B33-1,0.34,11,0.0,0.4,15.0
220,223,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-19.828962834991366,0.0,19.828962834991366,0.0,0,0,0,0,0,0,0,0,0,0,B33-2,0.34,11,0.0,0.4,15.0
221,222,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-1.0442750226390825,0.0,1.0442750226390825,0.0,0,0,0,0,0,0,0,0,0,0,B34,0.45,11,0.0,1.2,47.0
301,302,0.003,0.014,0.461,175,193,200,0,0,1,-360,360,0.09496464044102458,0.0,-0.09496464044102458,0.0,0,0,0,0,0,0,0,0,0,0,C1,0.24,16,0.0,0.0,3.0
301,303,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,-24.567369483689493,0.0,24.567369483689493,0.0,0,0,0,0,0,0,0,0,0,0,C2,0.51,10,0.0,2.9,55.0
301,305,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,-23.52759515675125,0.0,23.52759515675125,0.0,0,0,0,0,0,0,0,0,0,0,C3,0.33,10,0.0,1.2,22.0
302,304,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,-20.811741023254545,0.0,20.811741023254545,0.0,0,0,0,0,0,0,0,0,0,0,C4,0.39,10,0.0,1.7,33.0
302,306,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,-16.09329433630103,0.0,16.09329433630103,0.0,0,0,0,0,0,0,0,0,0,0,C5,0.48,10,0.0,2.6,50.0
303,309,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,3.1725402491836037,0.0,-3.1725402491836037,0.0,0,0,0,0,0,0,0,0,0,0,C6,0.38,10,0.0,1.6,31.0
303,324,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-27.739909732873198,0.0,27.739909732873198,0.0,0,0,0,0,0,0,0,0,0,0,C7,0.02,768,1.015,0.0,0.0
304,309,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,-20.81174102325463,0.0,20.81174102325463,0.0,0,0,0,0,0,0,0,0,0,0,C8,0.36,10,0.0,1.4,27.0
305,310,0.023,0.088,0.024,175,208,220,0,0,1,-360,360,-23.527595156751428,0.0,23.527595156751428,0.0,0,0,0,0,0,0,0,0,0,0,C9,0.34,10,0.0,1.2,23.0
306,310,0.014,0.061,2.459,175,193,200,0,0,1,-360,360,-16.093294336300954,0.0,16.093294336300954,0.0,0,0,0,0,0,0,0,0,0,0,C10,0.33,35,0.0,0.0,16.0
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.49999999999996,0.0,40.49999999999996,0.0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0.0,0.8,16.0
308,309,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-42.73002639178066,0.0,42.73002639178066,0.0,0,0,0,0,0,0,0,0,0,0,C12-1,0.44,10,0.0,2.3,43.0
308,310,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,-38.26997360821913,0.0,38.26997360821913,0.0,0,0,0,0,0,0,0,0,0,0,C13-2,0.44,10,0.0,2.3,43.0
309,311,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-4.316671982510021,0.0,4.316671982510021,0.0,0,0,0,0,0,0,0,0,0,0,C14,0.02,768,1.03,0.0,0.0
309,312,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-56.0525551833417,0.0,56.0525551833417,0.0,0,0,0,0,0,0,0,0,0,0,C15,0.02,768,1.03,0.0,0.0
310,311,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-13.077489950220173,0.0,13.077489950220173,0.0,0,0,0,0,0,0,0,0,0,0,C16,0.02,768,1.015,0.0,0.0
310,312,0.002,0.084,0.0,400,510,600,0,0,1,-360,360,-64.81337315105186,0.0,64.81337315105186,0.0,0,0,0,0,0,0,0,0,0,0,C17,0.02,768,1.015,0.0,0.0
311,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,-76.68891419427524,0.0,76.68891419427524,0.0,0,0,0,0,0,0,0,0,0,0,C18,0.4,11,0.0,0.8,33.0
311,314,0.005,0.042,0.088,500,600,625,0,0,1,-360,360,59.29475226154533,0.0,-59.29475226154533,0.0,0,0,0,0,0,0,0,0,0,0,C19,0.39,11,0.0,0.7,29.0
312,313,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,13.848881407180214,0.0,-13.848881407180214,0.0,0,0,0,0,0,0,0,0,0,0,C20,0.4,11,0.0,0.8,33.0
312,323,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-134.71480974157333,0.0,134.71480974157333,0.0,0,0,0,0,0,0,0,0,0,0,C21,0.52,11,0.0,1.6,67.0
313,323,0.011,0.087,0.182,500,600,625,0,0,1,-360,360,-157.84003278709503,0.0,157.84003278709503,0.0,0,0,0,0,0,0,0,0,0,0,C22,0.49,11,0.0,1.5,60.0
314,316,0.005,0.059,0.082,500,600,625,0,0,1,-360,360,-134.70524773845466,0.0,134.70524773845466,0.0,0,0,0,0,0,0,0,0,0,0,C23,0.38,11,0.0,0.7,27.0
315,316,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,-98.21590910536209,0.0,98.21590910536209,0.0,0,0,0,0,0,0,0,0,0,0,C24,0.33,11,0.0,0.3,12.0
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-77.76200031375518,0.0,77.76200031375518,0.0,0,0,0,0,0,0,0,0,0,0,C25-1,0.41,11,0.0,0.8,34.0
315,321,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,-77.76200031375518,0.0,77.76200031375518,0.0,0,0,0,0,0,0,0,0,0,0,C25-2,0.41,11,0.0,0.8,34.0
315,324,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,27.73990973287324,0.0,-27.73990973287324,0.0,0,0,0,0,0,0,0,0,0,0,C26,0.41,11,0.0,0.9,36.0
316,317,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-49.51521772865858,0.0,49.51521772865858,0.0,0,0,0,0,0,0,0,0,0,0,C27,0.35,11,0.0,0.4,18.0
316,319,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,-221.40593911515873,0.0,221.40593911515873,0.0,0,0,0,0,0,0,0,0,0,0,C28,0.34,11,0.0,0.4,16.0
317,318,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,-27.288212528439605,0.0,27.288212528439605,0.0,0,0,0,0,0,0,0,0,0,0,C29,0.32,11,0.0,0.2,10.0
317,322,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,-22.22700520021804,0.0,22.22700520021804,0.0,0,0,0,0,0,0,0,0,0,0,C30,0.54,11,0.0,1.8,73.0
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-18.12449708613734,0.0,18.12449708613734,0.0,0,0,0,0,0,0,0,0,0,0,C31-1,0.35,11,0.0,0.4,18.0
318,321,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,-18.12449708613734,0.0,18.12449708613734,0.0,0,0,0,0,0,0,0,0,0,0,C31-2,0.35,11,0.0,0.4,18.0
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-110.70296955757917,0.0,110.70296955757917,0.0,0,0,0,0,0,0,0,0,0,0,C32-1,0.38,11,0.0,0.7,27.5
319,320,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,-110.70296955757917,0.0,110.70296955757917,0.0,0,0,0,0,0,0,0,0,0,0,C32-2,0.38,11,0.0,0.7,27.5
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-110.70296955757908,0.0,110.70296955757908,0.0,0,0,0,0,0,0,0,0,0,0,C33-1,0.34,11,0.0,0.4,15.0
320,323,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,-110.70296955757908,0.0,110.70296955757908,0.0,0,0,0,0,0,0,0,0,0,0,C33-2,0.34,11,0.0,0.4,15.0
321,322,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,-21.772994799781898,0.0,21.772994799781898,0.0,0,0,0,0,0,0,0,0,0,0,C34,0.45,11,0.0,1.2,47.0
325,121,0.012,0.097,0.203,500,600,625,0,0,1,-360,360,-173.96078164382692,0.0,173.96078164382692,0.0,0,0,0,0,0,0,0,0,0,0,CA-1,0.52,11,0.0,1.6,67.0
318,223,0.013,0.104,0.218,500,600,625,0,0,1,-360,360,-154.03921835616455,0.0,154.03921835616455,0.0,0,0,0,0,0,0,0,0,0,0,CB-1,0.53,11,0.0,1.8,72.0
323,325,0.0,0.009,0.0,722,893,893,0,0,1,-360,360,-173.9607816438267,0.0,173.9607816438267,0.0,0,0,0,0,0,0,0,0,0,0,C35,0.02,768,1.0,0.0,0.0
207,208,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.499999999999595,0.0,40.499999999999595,0.0,0,0,0,0,0,0,0,0,0,0,B11,0.3,10,0.0,0.8,16.0
307,308,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,-40.49999999999996,0.0,40.49999999999996,0.0,0,0,0,0,0,0,0,0,0,0,C11,0.3,10,0.0,0.8,16.0
